timestamp,node_id,node_type,retail_inventory,capacity,safety_stock,sales_rate,expected_sales_rate,shortage_duration,demand_estimate,reorder_request,stockout_flag,stock_ratio,above_safety_stock,sales_vs_expected,disrupted
2026-01-03 02:15,retail_1,retail,41.4,150,30,3.28,10.0,0.0,88.7,0.0,0,0.276,1,0.328,0
2026-01-03 03:00,retail_1,retail,38.6,150,30,3.74,10.0,0.0,88.9,0.0,0,0.257,1,0.374,0
2026-01-03 03:45,retail_1,retail,36.1,150,30,3.34,10.0,0.0,94.1,0.0,0,0.241,1,0.334,0
2026-01-03 04:30,retail_1,retail,33.7,150,30,3.18,10.0,0.0,93.4,0.0,0,0.225,1,0.318,0
2026-01-03 05:15,retail_1,retail,31.6,150,30,2.83,10.0,0.0,87.3,0.0,0,0.211,1,0.283,0
2026-01-03 06:00,retail_1,retail,21.4,150,30,13.61,10.0,0.0,89.5,45.0,0,0.143,0,1.361,0
2026-01-03 06:45,retail_1,retail,12.0,150,30,12.52,10.0,0.0,86.2,50.0,0,0.08,0,1.252,0
2026-01-03 07:30,retail_1,retail,63.1,150,30,10.63,10.0,0.0,77.9,0.0,0,0.421,1,1.063,0
2026-01-03 08:15,retail_1,retail,53.2,150,30,13.28,10.0,0.0,90.9,0.0,0,0.355,1,1.328,0
2026-01-03 09:00,retail_1,retail,43.6,150,30,12.72,10.0,0.0,103.2,0.0,0,0.291,1,1.272,0
2026-01-03 09:45,retail_1,retail,35.8,150,30,10.46,10.0,0.0,82.4,0.0,0,0.239,1,1.046,0
2026-01-03 10:30,retail_1,retail,29.7,150,30,8.08,10.0,0.0,83.2,53.0,0,0.198,0,0.808,0
2026-01-03 11:15,retail_1,retail,24.0,150,30,7.63,10.0,0.0,82.5,43.0,0,0.16,0,0.763,0
2026-01-03 12:00,retail_1,retail,15.6,150,30,11.22,10.0,0.0,94.4,31.0,0,0.104,0,1.122,0
2026-01-03 12:45,retail_1,retail,9.0,150,30,8.81,10.0,0.0,92.4,44.0,0,0.06,0,0.881,0
2026-01-03 13:30,retail_1,retail,7.615753464064139,150,30,8.41,10.0,0.0,87.8,57.0,0,0.051,0,0.841,0
2026-01-03 14:15,retail_1,retail,12.366120203544286,150,30,8.74,10.0,0.0,82.1,45.0,0,0.082,0,0.874,0
2026-01-03 15:00,retail_1,retail,13.570075362982763,150,30,14.5,10.0,0.0,89.7,40.0,0,0.09,0,1.45,0
2026-01-03 15:45,retail_1,retail,44.5,150,30,12.65,10.0,0.0,77.3,0.0,0,0.297,1,1.265,0
2026-01-03 16:30,retail_1,retail,35.7,150,30,11.74,10.0,0.0,90.1,0.0,0,0.238,1,1.174,0
2026-01-03 17:15,retail_1,retail,25.0,150,30,14.31,10.0,0.0,95.5,43.0,0,0.167,0,1.431,0
2026-01-03 18:00,retail_1,retail,15.6,150,30,12.49,10.0,0.0,79.6,49.0,0,0.104,0,1.249,0
2026-01-03 18:45,retail_1,retail,7.5,150,30,10.88,10.0,0.0,77.5,55.0,0,0.05,0,1.088,0
2026-01-03 19:30,retail_1,retail,11.404565076330915,150,30,10.53,10.0,0.0,100.8,69.0,0,0.076,0,1.053,0
2026-01-03 20:15,retail_1,retail,8.539945205086617,150,30,5.83,10.0,0.0,84.4,55.0,0,0.057,0,0.583,0
2026-01-03 21:00,retail_1,retail,7.815030113116452,150,30,4.89,10.0,0.0,97.5,58.0,0,0.052,0,0.489,0
2026-01-03 21:45,retail_1,retail,14.288964011135661,150,30,4.4,10.0,0.0,87.8,43.0,0,0.095,0,0.44,0
2026-01-03 22:30,retail_1,retail,13.564060033856872,150,30,4.64,10.0,0.0,87.8,39.0,0,0.09,0,0.464,0
2026-01-03 23:15,retail_1,retail,13.080279214425392,150,30,5.34,10.0,0.0,92.3,49.0,0,0.087,0,0.534,0
2026-01-04 00:00,retail_1,retail,49.0,150,30,3.07,10.0,0.0,82.4,0.0,0,0.327,1,0.307,0
2026-01-04 00:45,retail_1,retail,47.1,150,30,2.55,10.0,0.0,90.0,0.0,0,0.314,1,0.255,0
2026-01-04 01:30,retail_1,retail,44.6,150,30,3.35,10.0,0.0,86.1,0.0,0,0.297,1,0.335,0
2026-01-04 02:15,retail_1,retail,41.8,150,30,3.74,10.0,0.0,79.1,0.0,0,0.279,1,0.374,0
2026-01-04 03:00,retail_1,retail,39.0,150,30,3.71,10.0,0.0,91.5,0.0,0,0.26,1,0.371,0
2026-01-04 03:45,retail_1,retail,36.8,150,30,2.95,10.0,0.0,87.0,0.0,0,0.245,1,0.295,0
2026-01-04 04:30,retail_1,retail,33.9,150,30,3.77,10.0,0.0,87.8,0.0,0,0.226,1,0.377,0
2026-01-04 05:15,retail_1,retail,31.5,150,30,3.3,10.0,0.0,79.9,0.0,0,0.21,1,0.33,0
2026-01-04 06:00,retail_1,retail,21.1,150,30,13.85,10.0,0.0,100.9,43.0,0,0.141,0,1.385,0
2026-01-04 06:45,retail_1,retail,11.5,150,30,12.75,10.0,0.0,95.6,37.0,0,0.077,0,1.275,0
2026-01-04 07:30,retail_1,retail,8.473989212581394,150,30,9.29,10.0,0.0,96.2,64.0,0,0.056,0,0.929,0
2026-01-04 08:15,retail_1,retail,49.7,150,30,14.5,10.0,0.0,86.7,0.0,0,0.331,1,1.45,0
2026-01-04 09:00,retail_1,retail,40.8,150,30,11.89,10.0,0.0,76.0,0.0,0,0.272,1,1.189,0
2026-01-04 09:45,retail_1,retail,31.2,150,30,12.75,10.0,0.0,103.6,0.0,0,0.208,1,1.275,0
2026-01-04 10:30,retail_1,retail,26.3,150,30,6.66,10.0,0.0,88.5,74.0,0,0.175,0,0.666,0
2026-01-04 11:15,retail_1,retail,19.7,150,30,8.78,10.0,0.0,83.4,38.0,0,0.131,0,0.878,0
2026-01-04 12:00,retail_1,retail,12.6,150,30,9.47,10.0,0.0,92.1,44.0,0,0.084,0,0.947,0
2026-01-04 12:45,retail_1,retail,13.555965483088418,150,30,10.42,10.0,0.0,97.8,52.0,0,0.09,0,1.042,0
2026-01-04 13:30,retail_1,retail,9.61391112454907,150,30,9.81,10.0,0.0,88.8,53.0,0,0.064,0,0.981,0
2026-01-04 14:15,retail_1,retail,9.796915190461778,150,30,8.84,10.0,0.0,98.6,57.0,0,0.065,0,0.884,0
2026-01-04 15:00,retail_1,retail,11.770771979974207,150,30,10.03,10.0,0.0,97.1,64.0,0,0.078,0,1.003,0
2026-01-04 15:45,retail_1,retail,9.193703112993177,150,30,13.04,10.0,0.0,80.9,53.0,0,0.061,0,1.304,0
2026-01-04 16:30,retail_1,retail,67.3,150,30,11.74,10.0,0.0,83.9,0.0,0,0.449,1,1.174,0
2026-01-04 17:15,retail_1,retail,57.4,150,30,13.22,10.0,0.0,96.2,0.0,0,0.383,1,1.322,0
2026-01-04 18:00,retail_1,retail,49.4,150,30,10.62,10.0,0.0,70.0,0.0,0,0.329,1,1.062,0
2026-01-04 18:45,retail_1,retail,40.1,150,30,12.42,10.0,0.0,87.9,0.0,0,0.267,1,1.242,0
2026-01-04 19:30,retail_1,retail,31.2,150,30,11.87,10.0,0.0,78.3,0.0,0,0.208,1,1.187,0
2026-01-04 20:15,retail_1,retail,27.9,150,30,4.43,10.0,0.0,85.4,59.0,0,0.186,0,0.443,0
2026-01-04 21:00,retail_1,retail,24.5,150,30,4.44,10.0,0.0,86.8,50.0,0,0.163,0,0.444,0
2026-01-04 21:45,retail_1,retail,21.0,150,30,4.71,10.0,0.0,86.3,56.0,0,0.14,0,0.471,0
2026-01-04 22:30,retail_1,retail,17.3,150,30,4.99,10.0,0.0,84.9,47.0,0,0.115,0,0.499,0
2026-01-04 23:15,retail_1,retail,14.9,150,30,3.12,10.0,0.0,80.8,40.0,0,0.099,0,0.312,0
2026-01-05 00:00,retail_1,retail,13.3,150,30,2.14,10.0,0.0,106.2,55.0,0,0.089,0,0.214,0
2026-01-05 00:45,retail_1,retail,77.7,150,30,3.05,10.0,0.0,103.0,0.0,0,0.518,1,0.305,0
2026-01-05 01:30,retail_1,retail,75.3,150,30,3.11,10.0,0.0,80.3,0.0,0,0.502,1,0.311,0
2026-01-05 02:15,retail_1,retail,72.9,150,30,3.28,10.0,0.0,100.9,0.0,0,0.486,1,0.328,0
2026-01-05 03:00,retail_1,retail,70.7,150,30,2.87,10.0,0.0,86.0,0.0,0,0.471,1,0.287,0
2026-01-05 03:45,retail_1,retail,68.3,150,30,3.2,10.0,0.0,90.0,0.0,0,0.455,1,0.32,0
2026-01-05 04:30,retail_1,retail,65.9,150,30,3.26,10.0,0.0,88.5,0.0,0,0.439,1,0.326,0
2026-01-05 05:15,retail_1,retail,63.7,150,30,2.87,10.0,0.0,84.1,0.0,0,0.425,1,0.287,0
2026-01-05 06:00,retail_1,retail,53.6,150,30,13.47,10.0,0.0,96.4,0.0,0,0.357,1,1.347,0
2026-01-05 06:45,retail_1,retail,44.6,150,30,12.09,10.0,0.0,89.9,0.0,0,0.297,1,1.209,0
2026-01-05 07:30,retail_1,retail,35.0,150,30,12.7,10.0,0.0,85.4,0.0,0,0.233,1,1.27,0
2026-01-05 08:15,retail_1,retail,26.1,150,30,11.91,10.0,0.0,79.2,35.0,0,0.174,0,1.191,0
2026-01-05 09:00,retail_1,retail,77.2,150,30,14.5,10.0,0.0,82.3,0.0,0,0.515,1,1.45,0
2026-01-05 09:45,retail_1,retail,67.6,150,30,12.79,10.0,0.0,76.7,0.0,0,0.451,1,1.279,0
2026-01-05 10:30,retail_1,retail,61.9,150,30,7.64,10.0,0.0,89.1,0.0,0,0.413,1,0.764,0
2026-01-05 11:15,retail_1,retail,55.1,150,30,9.14,10.0,0.0,80.0,0.0,0,0.367,1,0.914,0
2026-01-05 12:00,retail_1,retail,50.3,150,30,6.32,10.0,0.0,87.0,0.0,0,0.335,1,0.632,0
2026-01-05 12:45,retail_1,retail,44.1,150,30,8.34,10.0,0.0,99.3,0.0,0,0.294,1,0.834,0
2026-01-05 13:30,retail_1,retail,37.6,150,30,8.57,10.0,0.0,98.0,0.0,0,0.251,1,0.857,0
2026-01-05 14:15,retail_1,retail,31.4,150,30,8.35,10.0,0.0,88.8,0.0,0,0.209,1,0.835,0
2026-01-05 15:00,retail_1,retail,22.2,150,30,12.2,10.0,0.0,88.3,50.0,0,0.148,0,1.22,0
2026-01-05 15:45,retail_1,retail,14.0,150,30,10.99,10.0,0.0,103.1,52.0,0,0.093,0,1.099,0
2026-01-05 16:30,retail_1,retail,5.4,150,30,11.39,10.0,0.0,92.9,59.0,0,0.036,0,1.139,0
2026-01-05 17:15,retail_1,retail,45.2,150,30,12.98,10.0,0.0,86.5,0.0,0,0.301,1,1.298,0
2026-01-05 18:00,retail_1,retail,37.1,150,30,10.8,10.0,0.0,78.3,0.0,0,0.247,1,1.08,0
2026-01-05 18:45,retail_1,retail,26.3,150,30,14.5,10.0,0.0,92.0,43.0,0,0.175,0,1.45,0
2026-01-05 19:30,retail_1,retail,20.2,150,30,8.07,10.0,0.0,95.2,36.0,0,0.135,0,0.807,0
2026-01-05 20:15,retail_1,retail,16.8,150,30,4.58,10.0,0.0,84.3,55.0,0,0.112,0,0.458,0
2026-01-05 21:00,retail_1,retail,13.1,150,30,4.87,10.0,0.0,91.2,60.0,0,0.087,0,0.487,0
2026-01-05 21:45,retail_1,retail,9.3,150,30,5.14,10.0,0.0,86.3,71.0,0,0.062,0,0.514,0
2026-01-05 22:30,retail_1,retail,6.1,150,30,4.18,10.0,0.0,87.6,37.0,0,0.041,0,0.418,0
2026-01-05 23:15,retail_1,retail,14.294280899054172,150,30,5.56,10.0,0.0,70.3,54.0,0,0.095,0,0.556,0
2026-01-06 00:00,retail_1,retail,8.172916457278738,150,30,2.58,10.0,0.0,87.3,44.0,0,0.054,0,0.258,0
2026-01-06 00:45,retail_1,retail,12.167423144184315,150,30,2.95,10.0,0.0,96.3,55.0,0,0.081,0,0.295,0
2026-01-06 01:30,retail_1,retail,40.0,150,30,3.48,10.0,0.0,84.3,0.0,0,0.267,1,0.348,0
2026-01-06 02:15,retail_1,retail,37.3,150,30,3.67,10.0,0.0,89.4,0.0,0,0.249,1,0.367,0
2026-01-06 03:00,retail_1,retail,35.4,150,30,2.57,10.0,0.0,83.3,0.0,0,0.236,1,0.257,0
2026-01-06 03:45,retail_1,retail,32.1,150,30,4.38,10.0,0.0,91.7,0.0,0,0.214,1,0.438,0
2026-01-06 04:30,retail_1,retail,30.0,150,30,2.8,10.0,0.0,87.4,0.0,0,0.2,1,0.28,0
2026-01-06 05:15,retail_1,retail,28.0,150,30,2.61,10.0,0.0,82.0,54.0,0,0.187,0,0.261,0
2026-01-06 06:00,retail_1,retail,18.5,150,30,12.63,10.0,0.0,99.0,57.0,0,0.123,0,1.263,0
2026-01-06 06:45,retail_1,retail,10.1,150,30,11.22,10.0,0.0,96.0,53.0,0,0.067,0,1.122,0
2026-01-06 07:30,retail_1,retail,14.872715711732113,150,30,10.98,10.0,0.0,84.5,63.0,0,0.099,0,1.098,0
2026-01-06 08:15,retail_1,retail,9.337991653915104,150,30,12.78,10.0,0.0,92.7,52.0,0,0.062,0,1.278,0
2026-01-06 09:00,retail_1,retail,9.358537906774135,150,30,9.28,10.0,0.0,93.0,37.0,0,0.062,0,0.928,0
2026-01-06 09:45,retail_1,retail,47.5,150,30,8.99,10.0,0.0,93.8,0.0,0,0.317,1,0.899,0
2026-01-06 10:30,retail_1,retail,41.9,150,30,7.51,10.0,0.0,76.3,0.0,0,0.279,1,0.751,0
2026-01-06 11:15,retail_1,retail,34.8,150,30,9.44,10.0,0.0,96.5,0.0,0,0.232,1,0.944,0
2026-01-06 12:00,retail_1,retail,29.1,150,30,7.56,10.0,0.0,84.7,62.0,0,0.194,0,0.756,0
2026-01-06 12:45,retail_1,retail,21.6,150,30,10.04,10.0,0.0,86.3,52.0,0,0.144,0,1.004,0
2026-01-06 13:30,retail_1,retail,14.4,150,30,9.58,10.0,0.0,108.8,35.0,0,0.096,0,0.958,0
2026-01-06 14:15,retail_1,retail,8.0,150,30,8.52,10.0,0.0,91.3,40.0,0,0.053,0,0.852,0
2026-01-06 15:00,retail_1,retail,12.252501619197218,150,30,13.41,10.0,0.0,86.1,60.0,0,0.082,0,1.341,0
2026-01-06 15:45,retail_1,retail,14.255884147505949,150,30,13.31,10.0,0.0,72.5,46.0,0,0.095,0,1.331,0
2026-01-06 16:30,retail_1,retail,8.349995507185836,150,30,13.09,10.0,0.0,99.4,49.0,0,0.056,0,1.309,0
2026-01-06 17:15,retail_1,retail,14.74661568079404,150,30,12.14,10.0,0.0,78.9,55.0,0,0.098,0,1.214,0
2026-01-06 18:00,retail_1,retail,46.0,150,30,12.35,10.0,0.0,81.5,0.0,0,0.307,1,1.235,0
2026-01-06 18:45,retail_1,retail,37.8,150,30,10.88,10.0,0.0,86.5,0.0,0,0.252,1,1.088,0
2026-01-06 19:30,retail_1,retail,31.2,150,30,8.84,10.0,0.0,99.6,0.0,0,0.208,1,0.884,0
2026-01-06 20:15,retail_1,retail,27.1,150,30,5.54,10.0,0.0,94.8,45.0,0,0.181,0,0.554,0
2026-01-06 21:00,retail_1,retail,23.4,150,30,4.91,10.0,0.0,87.8,56.0,0,0.156,0,0.491,0
2026-01-06 21:45,retail_1,retail,19.8,150,30,4.8,10.0,0.0,91.3,53.0,0,0.132,0,0.48,0
2026-01-06 22:30,retail_1,retail,16.0,150,30,5.07,10.0,0.0,84.5,46.0,0,0.107,0,0.507,0
2026-01-06 23:15,retail_1,retail,12.8,150,30,4.24,10.0,0.0,90.0,58.0,0,0.085,0,0.424,0
2026-01-07 00:00,retail_1,retail,10.7,150,30,2.75,10.0,0.0,89.6,47.0,0,0.071,0,0.275,0
2026-01-07 00:45,retail_1,retail,8.4,150,30,3.07,10.0,0.0,96.3,40.0,0,0.056,0,0.307,0
2026-01-07 01:30,retail_1,retail,5.6,150,30,3.81,10.0,0.0,96.3,41.0,0,0.037,0,0.381,0
2026-01-07 02:15,retail_1,retail,56.7,150,30,2.68,10.0,0.0,92.7,0.0,0,0.378,1,0.268,0
2026-01-07 03:00,retail_1,retail,55.2,150,30,2.02,10.0,0.0,86.3,0.0,0,0.368,1,0.202,0
2026-01-07 03:45,retail_1,retail,53.0,150,30,2.97,10.0,0.0,94.6,0.0,0,0.353,1,0.297,0
2026-01-07 04:30,retail_1,retail,50.2,150,30,3.71,10.0,0.0,88.3,0.0,0,0.335,1,0.371,0
2026-01-07 05:15,retail_1,retail,48.4,150,30,2.42,10.0,0.0,80.9,0.0,0,0.323,1,0.242,0
2026-01-07 06:00,retail_1,retail,41.0,150,30,9.85,10.0,0.0,86.0,0.0,0,0.273,1,0.985,0
2026-01-07 06:45,retail_1,retail,31.8,150,30,12.24,10.0,0.0,89.6,0.0,0,0.212,1,1.224,0
2026-01-07 07:30,retail_1,retail,21.0,150,30,14.5,10.0,0.0,95.8,34.0,0,0.14,0,1.45,0
2026-01-07 08:15,retail_1,retail,13.8,150,30,9.56,10.0,0.0,87.6,46.0,0,0.092,0,0.956,0
2026-01-07 09:00,retail_1,retail,6.7,150,30,9.49,10.0,0.0,79.9,46.0,0,0.045,0,0.949,0
2026-01-07 09:45,retail_1,retail,11.298205389344304,150,30,12.36,10.0,0.0,89.4,53.0,0,0.075,0,1.236,0
2026-01-07 10:30,retail_1,retail,61.3,150,30,9.58,10.0,0.0,89.9,0.0,0,0.409,1,0.958,0
2026-01-07 11:15,retail_1,retail,55.7,150,30,7.48,10.0,0.0,90.4,0.0,0,0.371,1,0.748,0
2026-01-07 12:00,retail_1,retail,51.0,150,30,6.34,10.0,0.0,95.9,0.0,0,0.34,1,0.634,0
2026-01-07 12:45,retail_1,retail,44.4,150,30,8.7,10.0,0.0,96.6,0.0,0,0.296,1,0.87,0
2026-01-07 13:30,retail_1,retail,37.8,150,30,8.91,10.0,0.0,84.5,0.0,0,0.252,1,0.891,0
2026-01-07 14:15,retail_1,retail,30.1,150,30,10.24,10.0,0.0,84.4,0.0,0,0.201,1,1.024,0
2026-01-07 15:00,retail_1,retail,19.6,150,30,13.98,10.0,0.0,81.2,43.0,0,0.131,0,1.398,0
2026-01-07 15:45,retail_1,retail,8.9,150,30,14.28,10.0,0.0,94.2,50.0,0,0.059,0,1.428,0
2026-01-07 16:30,retail_1,retail,13.659128333615264,150,30,12.33,10.0,0.0,99.9,52.0,0,0.091,0,1.233,0
2026-01-07 17:15,retail_1,retail,14.932994743689825,150,30,14.5,10.0,0.0,86.6,32.0,0,0.1,0,1.45,0
2026-01-07 18:00,retail_1,retail,8.30892963310621,150,30,12.09,10.0,0.0,87.2,43.0,0,0.055,0,1.209,0
2026-01-07 18:45,retail_1,retail,63.7,150,30,11.7,10.0,0.0,100.0,0.0,0,0.425,1,1.17,0
2026-01-07 19:30,retail_1,retail,52.9,150,30,14.5,10.0,0.0,92.8,0.0,0,0.353,1,1.45,0
2026-01-07 20:15,retail_1,retail,50.0,150,30,3.81,10.0,0.0,92.3,0.0,0,0.333,1,0.381,0
2026-01-07 21:00,retail_1,retail,47.3,150,30,3.56,10.0,0.0,80.1,0.0,0,0.315,1,0.356,0
2026-01-07 21:45,retail_1,retail,43.7,150,30,4.88,10.0,0.0,94.1,0.0,0,0.291,1,0.488,0
2026-01-07 22:30,retail_1,retail,40.1,150,30,4.8,10.0,0.0,82.0,0.0,0,0.267,1,0.48,0
2026-01-07 23:15,retail_1,retail,36.6,150,30,4.65,10.0,0.0,80.5,0.0,0,0.244,1,0.465,0
2026-01-08 00:00,retail_1,retail,33.9,150,30,3.65,10.0,0.0,86.4,0.0,0,0.226,1,0.365,0
2026-01-08 00:45,retail_1,retail,31.8,150,30,2.79,10.0,0.0,84.6,0.0,0,0.212,1,0.279,0
2026-01-08 01:30,retail_1,retail,29.3,150,30,3.23,10.0,0.0,87.3,39.0,0,0.195,0,0.323,0
2026-01-08 02:15,retail_1,retail,27.1,150,30,3.04,10.0,0.0,78.2,52.0,0,0.181,0,0.304,0
2026-01-08 03:00,retail_1,retail,88.3,150,30,2.8,10.0,0.0,96.2,0.0,0,0.589,1,0.28,0
2026-01-08 03:45,retail_1,retail,85.9,150,30,3.17,10.0,0.0,97.5,0.0,0,0.573,1,0.317,0
2026-01-08 04:30,retail_1,retail,83.3,150,30,3.58,10.0,0.0,74.4,0.0,0,0.555,1,0.358,0
