tick,timestamp,node_id,node_type,disrupted,mode,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id
13,2026-01-15 09:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,238.87,,,,,,,,,8
13,2026-01-15 09:15,wholesaler_1,wholesaler,1,reactive,,,,,,19.39,10.2,,,,,,,8
13,2026-01-15 09:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,3.5,10.77,0.0,8
14,2026-01-15 09:30,supplier_1,supplier,0,reactive,896.86,,,,,,,,,,,,,8
14,2026-01-15 09:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
14,2026-01-15 09:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,249.13,,,,,,,,,8
14,2026-01-15 09:30,wholesaler_1,wholesaler,1,reactive,,,,,,16.82,10.2,,,,,,,8
14,2026-01-15 09:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,3.75,10.77,0.0,8
15,2026-01-15 09:45,supplier_1,supplier,0,reactive,895.42,,,,,,,,,,,,,8
15,2026-01-15 09:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
15,2026-01-15 09:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,259.73,,,,,,,,,8
15,2026-01-15 09:45,wholesaler_1,wholesaler,1,reactive,,,,,,15.31,10.2,,,,,,,8
15,2026-01-15 09:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,4.0,10.77,0.0,8
16,2026-01-15 10:00,supplier_1,supplier,0,reactive,894.91,,,,,,,,,,,,,8
16,2026-01-15 10:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
16,2026-01-15 10:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,180.27,,,,,,,,,8
16,2026-01-15 10:00,wholesaler_1,wholesaler,1,reactive,,,,,,13.64,10.2,,,,,,,8
16,2026-01-15 10:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,4.25,10.77,0.0,8
17,2026-01-15 10:15,supplier_1,supplier,0,reactive,893.59,,,,,,,,,,,,,8
17,2026-01-15 10:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
17,2026-01-15 10:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,191.6,,,,,,,,,8
17,2026-01-15 10:15,wholesaler_1,wholesaler,1,reactive,,,,,,11.54,10.2,,,,,,,8
17,2026-01-15 10:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,4.5,10.77,0.0,8
18,2026-01-15 10:30,supplier_1,supplier,0,reactive,892.53,,,,,,,,,,,,,8
18,2026-01-15 10:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
18,2026-01-15 10:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,201.99,,,,,,,,,8
18,2026-01-15 10:30,wholesaler_1,wholesaler,1,reactive,,,,,,9.14,10.2,,,,,,,8
18,2026-01-15 10:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,4.75,10.77,0.0,8
19,2026-01-15 10:45,supplier_1,supplier,0,reactive,891.49,,,,,,,,,,,,,8
19,2026-01-15 10:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
19,2026-01-15 10:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,212.73,,,,,,,,,8
19,2026-01-15 10:45,wholesaler_1,wholesaler,1,reactive,,,,,,6.26,10.2,,,,,,,8
19,2026-01-15 10:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,5.0,10.77,0.0,8
20,2026-01-15 11:00,supplier_1,supplier,0,reactive,890.94,,,,,,,,,,,,,8
20,2026-01-15 11:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
20,2026-01-15 11:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,133.31,,,,,,,,,8
20,2026-01-15 11:00,wholesaler_1,wholesaler,1,reactive,,,,,,4.03,10.2,,,,,,,8
20,2026-01-15 11:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,5.25,10.77,0.0,8
21,2026-01-15 11:15,supplier_1,supplier,0,reactive,889.86,,,,,,,,,,,,,8
21,2026-01-15 11:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
21,2026-01-15 11:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,143.54,,,,,,,,,8
21,2026-01-15 11:15,wholesaler_1,wholesaler,1,reactive,,,,,,2.21,10.2,,,,,,,8
21,2026-01-15 11:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,5.5,10.77,0.0,8
22,2026-01-15 11:30,supplier_1,supplier,0,reactive,888.65,,,,,,,,,,,,,8
22,2026-01-15 11:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
22,2026-01-15 11:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,154.07,,,,,,,,,8
22,2026-01-15 11:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
22,2026-01-15 11:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,5.75,10.77,0.0,8
23,2026-01-15 11:45,supplier_1,supplier,0,reactive,888.06,,,,,,,,,,,,,8
23,2026-01-15 11:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
23,2026-01-15 11:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,165.38,,,,,,,,,8
23,2026-01-15 11:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
23,2026-01-15 11:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,6.0,10.77,0.0,8
24,2026-01-15 12:00,supplier_1,supplier,0,reactive,886.97,,,,,,,,,,,,,8
24,2026-01-15 12:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
24,2026-01-15 12:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,85.89,,,,,,,,,8
24,2026-01-15 12:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
24,2026-01-15 12:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,6.25,10.77,0.0,8
25,2026-01-15 12:15,supplier_1,supplier,0,reactive,886.29,,,,,,,,,,,,,8
25,2026-01-15 12:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
25,2026-01-15 12:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,97.3,,,,,,,,,8
25,2026-01-15 12:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
25,2026-01-15 12:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,6.5,10.77,0.0,8
26,2026-01-15 12:30,supplier_1,supplier,0,reactive,885.38,,,,,,,,,,,,,8
26,2026-01-15 12:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
26,2026-01-15 12:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,108.61,,,,,,,,,8
26,2026-01-15 12:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
26,2026-01-15 12:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,6.75,10.77,0.0,8
27,2026-01-15 12:45,supplier_1,supplier,0,reactive,884.42,,,,,,,,,,,,,8
27,2026-01-15 12:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
27,2026-01-15 12:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,119.51,,,,,,,,,8
27,2026-01-15 12:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
27,2026-01-15 12:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.0,10.77,0.0,8
28,2026-01-15 13:00,supplier_1,supplier,0,reactive,883.61,,,,,,,,,,,,,8
28,2026-01-15 13:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
28,2026-01-15 13:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,116.6,,,,,,,,,8
28,2026-01-15 13:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
28,2026-01-15 13:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.25,10.77,0.0,8
29,2026-01-15 13:15,supplier_1,supplier,0,reactive,883.07,,,,,,,,,,,,,8
29,2026-01-15 13:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
29,2026-01-15 13:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,127.81,,,,,,,,,8
29,2026-01-15 13:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
29,2026-01-15 13:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.5,10.77,0.0,8
30,2026-01-15 13:30,supplier_1,supplier,0,reactive,881.89,,,,,,,,,,,,,8
30,2026-01-15 13:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
30,2026-01-15 13:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,138.1,,,,,,,,,8
30,2026-01-15 13:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
30,2026-01-15 13:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.75,10.77,0.0,8
31,2026-01-15 13:45,supplier_1,supplier,0,reactive,880.43,,,,,,,,,,,,,8
31,2026-01-15 13:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
31,2026-01-15 13:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,149.56,,,,,,,,,8
31,2026-01-15 13:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
31,2026-01-15 13:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.0,10.77,0.0,8
32,2026-01-15 14:00,supplier_1,supplier,0,reactive,879.66,,,,,,,,,,,,,8
32,2026-01-15 14:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
32,2026-01-15 14:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,69.99,,,,,,,,,8
32,2026-01-15 14:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
32,2026-01-15 14:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.25,10.77,0.0,8
33,2026-01-15 14:15,supplier_1,supplier,0,reactive,879.03,,,,,,,,,,,,,8
33,2026-01-15 14:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
33,2026-01-15 14:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,80.1,,,,,,,,,8
33,2026-01-15 14:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
33,2026-01-15 14:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.5,10.77,0.0,8
34,2026-01-15 14:30,supplier_1,supplier,0,reactive,878.3,,,,,,,,,,,,,8
34,2026-01-15 14:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
34,2026-01-15 14:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,90.78,,,,,,,,,8
34,2026-01-15 14:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
34,2026-01-15 14:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.75,10.77,0.0,8
35,2026-01-15 14:45,supplier_1,supplier,0,reactive,877.09,,,,,,,,,,,,,8
35,2026-01-15 14:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
35,2026-01-15 14:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,101.8,,,,,,,,,8
35,2026-01-15 14:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
35,2026-01-15 14:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.0,10.77,0.0,8
36,2026-01-15 15:00,supplier_1,supplier,0,reactive,875.87,,,,,,,,,,,,,8
36,2026-01-15 15:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
36,2026-01-15 15:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,99.13,,,,,,,,,8
36,2026-01-15 15:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
36,2026-01-15 15:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.25,10.77,0.0,8
37,2026-01-15 15:15,supplier_1,supplier,0,reactive,875.12,,,,,,,,,,,,,8
37,2026-01-15 15:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
37,2026-01-15 15:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,109.26,,,,,,,,,8
37,2026-01-15 15:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
37,2026-01-15 15:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.5,10.77,0.0,8
38,2026-01-15 15:30,supplier_1,supplier,0,reactive,874.48,,,,,,,,,,,,,8
38,2026-01-15 15:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
38,2026-01-15 15:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,119.3,,,,,,,,,8
38,2026-01-15 15:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
38,2026-01-15 15:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.75,10.77,0.0,8
39,2026-01-15 15:45,supplier_1,supplier,0,reactive,873.77,,,,,,,,,,,,,8
39,2026-01-15 15:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
39,2026-01-15 15:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,129.31,,,,,,,,,8
39,2026-01-15 15:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
39,2026-01-15 15:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.0,10.77,0.0,8
40,2026-01-15 16:00,supplier_1,supplier,0,reactive,872.37,,,,,,,,,,,,,8
40,2026-01-15 16:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
40,2026-01-15 16:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,49.85,,,,,,,,,8
40,2026-01-15 16:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
40,2026-01-15 16:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.25,10.77,0.0,8
41,2026-01-15 16:15,supplier_1,supplier,0,reactive,871.37,,,,,,,,,,,,,8
41,2026-01-15 16:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
41,2026-01-15 16:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,61.0,,,,,,,,,8
41,2026-01-15 16:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
41,2026-01-15 16:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.5,10.77,0.0,8
42,2026-01-15 16:30,supplier_1,supplier,0,reactive,870.12,,,,,,,,,,,,,8
42,2026-01-15 16:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
42,2026-01-15 16:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,71.71,,,,,,,,,8
42,2026-01-15 16:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
42,2026-01-15 16:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.75,10.77,0.0,8
43,2026-01-15 16:45,supplier_1,supplier,0,reactive,869.05,,,,,,,,,,,,,8
43,2026-01-15 16:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
43,2026-01-15 16:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,82.23,,,,,,,,,8
43,2026-01-15 16:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
43,2026-01-15 16:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.0,10.77,0.0,8
44,2026-01-15 17:00,supplier_1,supplier,0,reactive,868.38,,,,,,,,,,,,,8
44,2026-01-15 17:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
44,2026-01-15 17:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,79.95,,,,,,,,,8
44,2026-01-15 17:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
44,2026-01-15 17:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.25,10.77,0.0,8
45,2026-01-15 17:15,supplier_1,supplier,0,reactive,867.64,,,,,,,,,,,,,8
45,2026-01-15 17:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
45,2026-01-15 17:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,90.84,,,,,,,,,8
45,2026-01-15 17:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
45,2026-01-15 17:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.5,10.77,0.0,8
46,2026-01-15 17:30,supplier_1,supplier,0,reactive,866.89,,,,,,,,,,,,,8
46,2026-01-15 17:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
46,2026-01-15 17:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,101.83,,,,,,,,,8
46,2026-01-15 17:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
46,2026-01-15 17:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.75,10.77,0.0,8
47,2026-01-15 17:45,supplier_1,supplier,0,reactive,865.88,,,,,,,,,,,,,8
47,2026-01-15 17:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
47,2026-01-15 17:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,113.3,,,,,,,,,8
47,2026-01-15 17:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
47,2026-01-15 17:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.0,10.77,0.0,8
48,2026-01-15 18:00,supplier_1,supplier,0,reactive,864.88,,,,,,,,,,,,,8
48,2026-01-15 18:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
48,2026-01-15 18:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,111.07,,,,,,,,,8
48,2026-01-15 18:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
48,2026-01-15 18:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.25,10.77,0.0,8
49,2026-01-15 18:15,supplier_1,supplier,0,reactive,864.28,,,,,,,,,,,,,8
49,2026-01-15 18:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
49,2026-01-15 18:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,121.79,,,,,,,,,8
49,2026-01-15 18:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
49,2026-01-15 18:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.5,10.77,0.0,8
50,2026-01-15 18:30,supplier_1,supplier,0,reactive,863.59,,,,,,,,,,,,,8
50,2026-01-15 18:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
50,2026-01-15 18:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,132.61,,,,,,,,,8
50,2026-01-15 18:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
50,2026-01-15 18:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.75,10.77,0.0,8
51,2026-01-15 18:45,supplier_1,supplier,0,reactive,862.38,,,,,,,,,,,,,8
51,2026-01-15 18:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
