timestamp,node_id,node_type,input_inventory,processing_capacity,max_capacity,capacity_ratio,queue_length,processing_delay,output_stock,max_output,output_ratio,equipment_status,hygiene_compliance,worker_availability,disrupted
2026-01-04 18:00,slaughterhouse_1,slaughterhouse,365.0,403.0,500,0.806,54.0,0.49,235.0,400,0.588,operational,0.976,0.928,0
2026-01-04 21:00,slaughterhouse_1,slaughterhouse,388.0,377.0,500,0.754,48.0,0.62,237.0,400,0.592,operational,0.994,0.901,0
2026-01-05 00:00,slaughterhouse_1,slaughterhouse,377.0,391.0,500,0.782,44.0,0.25,219.0,400,0.548,operational,0.936,0.951,0
2026-01-05 03:00,slaughterhouse_1,slaughterhouse,391.0,383.0,500,0.766,51.0,0.22,226.0,400,0.565,operational,0.972,0.883,0
2026-01-05 06:00,slaughterhouse_1,slaughterhouse,380.0,500.0,500,1.0,57.0,0.03,288.0,400,0.72,operational,0.967,0.938,0
2026-01-05 09:00,slaughterhouse_1,slaughterhouse,342.0,500.0,500,1.0,49.0,0.05,293.0,400,0.732,operational,0.982,0.939,0
2026-01-05 12:00,slaughterhouse_1,slaughterhouse,406.0,500.0,500,1.0,44.0,0.22,309.0,400,0.772,operational,0.974,0.96,0
2026-01-05 15:00,slaughterhouse_1,slaughterhouse,364.0,490.0,500,0.98,32.0,0.38,315.0,400,0.788,operational,0.956,1.0,0
2026-01-05 18:00,slaughterhouse_1,slaughterhouse,334.0,386.0,500,0.772,34.0,0.54,268.0,400,0.67,operational,0.964,0.935,0
2026-01-05 21:00,slaughterhouse_1,slaughterhouse,366.0,375.0,500,0.75,41.0,0.06,225.0,400,0.562,operational,0.956,0.901,0
2026-01-06 00:00,slaughterhouse_1,slaughterhouse,420.0,383.0,500,0.766,39.0,0.7,259.0,400,0.648,operational,0.989,0.919,0
2026-01-06 03:00,slaughterhouse_1,slaughterhouse,402.0,396.0,500,0.792,42.0,0.2,238.0,400,0.595,operational,0.97,0.853,0
2026-01-06 06:00,slaughterhouse_1,slaughterhouse,368.0,500.0,500,1.0,45.0,0.27,309.0,400,0.772,operational,1.0,0.894,0
2026-01-06 09:00,slaughterhouse_1,slaughterhouse,368.0,482.0,500,0.964,49.0,0.07,325.0,400,0.812,operational,0.969,0.904,0
2026-01-06 12:00,slaughterhouse_1,slaughterhouse,369.0,500.0,500,1.0,43.0,0.0,285.0,400,0.712,operational,0.957,0.9,0
2026-01-06 15:00,slaughterhouse_1,slaughterhouse,436.0,500.0,500,1.0,48.0,0.53,318.0,400,0.795,operational,0.943,0.926,0
2026-01-06 18:00,slaughterhouse_1,slaughterhouse,389.0,396.0,500,0.792,45.0,0.49,245.0,400,0.612,operational,0.938,0.889,0
2026-01-06 21:00,slaughterhouse_1,slaughterhouse,390.0,419.0,500,0.838,26.0,0.2,250.0,400,0.625,operational,0.941,0.963,0
2026-01-07 00:00,slaughterhouse_1,slaughterhouse,407.0,378.0,500,0.756,36.0,0.3,247.0,400,0.618,operational,0.975,0.92,0
2026-01-07 03:00,slaughterhouse_1,slaughterhouse,385.0,371.0,500,0.742,43.0,0.42,284.0,400,0.71,operational,0.979,0.92,0
2026-01-07 06:00,slaughterhouse_1,slaughterhouse,371.0,464.0,500,0.928,33.0,0.0,296.0,400,0.74,operational,0.942,0.908,0
2026-01-07 09:00,slaughterhouse_1,slaughterhouse,373.0,500.0,500,1.0,49.0,0.13,298.0,400,0.745,operational,0.986,0.926,0
2026-01-07 12:00,slaughterhouse_1,slaughterhouse,376.0,500.0,500,1.0,58.0,0.5,296.0,400,0.74,operational,0.961,0.951,0
2026-01-07 15:00,slaughterhouse_1,slaughterhouse,377.0,499.0,500,0.998,55.0,0.0,298.0,400,0.745,operational,0.973,0.887,0
2026-01-07 18:00,slaughterhouse_1,slaughterhouse,398.0,394.0,500,0.788,42.0,0.36,231.0,400,0.578,operational,0.999,0.895,0
2026-01-07 21:00,slaughterhouse_1,slaughterhouse,379.0,372.0,500,0.744,57.0,0.0,262.0,400,0.655,operational,0.986,0.908,0
2026-01-08 00:00,slaughterhouse_1,slaughterhouse,399.0,428.0,500,0.856,45.0,0.41,266.0,400,0.665,operational,0.965,0.869,0
2026-01-08 03:00,slaughterhouse_1,slaughterhouse,376.0,392.0,500,0.784,41.0,0.27,232.0,400,0.58,operational,0.954,0.889,0
2026-01-08 06:00,slaughterhouse_1,slaughterhouse,380.0,500.0,500,1.0,38.0,0.0,292.0,400,0.73,operational,0.931,0.902,0
2026-01-08 09:00,slaughterhouse_1,slaughterhouse,322.0,500.0,500,1.0,41.0,0.61,320.0,400,0.8,operational,0.957,0.953,0
2026-01-08 12:00,slaughterhouse_1,slaughterhouse,404.0,500.0,500,1.0,41.0,0.07,298.0,400,0.745,operational,0.966,0.93,0
2026-01-08 15:00,slaughterhouse_1,slaughterhouse,388.0,500.0,500,1.0,46.0,0.05,324.0,400,0.81,operational,0.952,0.927,0
2026-01-08 18:00,slaughterhouse_1,slaughterhouse,406.0,378.0,500,0.756,45.0,0.34,245.0,400,0.612,operational,0.968,0.952,0
2026-01-08 21:00,slaughterhouse_1,slaughterhouse,297.0,397.0,500,0.794,44.0,0.6,216.0,400,0.54,operational,0.971,0.915,0
2026-01-09 00:00,slaughterhouse_1,slaughterhouse,436.0,419.0,500,0.838,48.0,0.0,268.0,400,0.67,operational,0.966,0.935,0
2026-01-09 03:00,slaughterhouse_1,slaughterhouse,374.0,411.0,500,0.822,55.0,0.3,273.0,400,0.682,operational,0.958,0.916,0
2026-01-09 06:00,slaughterhouse_1,slaughterhouse,409.0,500.0,500,1.0,53.0,0.4,297.0,400,0.742,operational,0.973,0.93,0
2026-01-09 09:00,slaughterhouse_1,slaughterhouse,349.0,490.0,500,0.98,31.0,0.47,301.0,400,0.752,operational,0.978,0.898,0
2026-01-09 12:00,slaughterhouse_1,slaughterhouse,395.0,480.0,500,0.96,21.0,0.33,316.0,400,0.79,operational,0.95,0.827,0
2026-01-09 15:00,slaughterhouse_1,slaughterhouse,349.0,497.0,500,0.994,52.0,0.18,317.0,400,0.792,operational,0.995,0.915,0
2026-01-09 18:00,slaughterhouse_1,slaughterhouse,361.0,391.0,500,0.782,32.0,0.05,253.0,400,0.632,operational,0.968,0.974,0
2026-01-09 21:00,slaughterhouse_1,slaughterhouse,432.0,407.0,500,0.814,42.0,0.3,276.0,400,0.69,operational,0.97,0.955,0
2026-01-10 00:00,slaughterhouse_1,slaughterhouse,373.0,364.0,500,0.728,33.0,0.0,239.0,400,0.598,operational,0.983,0.957,0
2026-01-10 03:00,slaughterhouse_1,slaughterhouse,384.0,414.0,500,0.828,28.0,0.0,228.0,400,0.57,operational,0.974,0.967,0
2026-01-10 06:00,slaughterhouse_1,slaughterhouse,402.0,497.0,500,0.994,49.0,0.4,280.0,400,0.7,operational,0.987,0.923,0
2026-01-10 09:00,slaughterhouse_1,slaughterhouse,392.0,491.0,500,0.982,51.0,0.53,294.0,400,0.735,operational,0.975,0.927,0
2026-01-10 12:00,slaughterhouse_1,slaughterhouse,382.0,480.0,500,0.96,39.0,0.0,309.0,400,0.772,operational,0.959,0.897,0
2026-01-10 15:00,slaughterhouse_1,slaughterhouse,388.0,467.0,500,0.934,21.0,0.0,349.0,400,0.872,operational,0.977,0.908,0
2026-01-10 18:00,slaughterhouse_1,slaughterhouse,445.0,403.0,500,0.806,39.0,0.45,233.0,400,0.582,operational,0.949,0.943,0
2026-01-10 21:00,slaughterhouse_1,slaughterhouse,376.0,391.0,500,0.782,48.0,0.86,246.0,400,0.615,operational,0.972,0.966,0
2026-01-11 00:00,slaughterhouse_1,slaughterhouse,384.0,370.0,500,0.74,31.0,0.29,242.0,400,0.605,operational,0.969,0.915,0
2026-01-11 03:00,slaughterhouse_1,slaughterhouse,407.0,370.0,500,0.74,46.0,0.08,262.0,400,0.655,operational,0.966,0.903,0
2026-01-11 06:00,slaughterhouse_1,slaughterhouse,409.0,493.0,500,0.986,44.0,0.23,366.0,400,0.915,operational,0.968,0.92,0
2026-01-11 09:00,slaughterhouse_1,slaughterhouse,411.0,500.0,500,1.0,49.0,0.66,298.0,400,0.745,operational,0.936,0.943,0
2026-01-11 12:00,slaughterhouse_1,slaughterhouse,396.0,495.0,500,0.99,45.0,0.1,299.0,400,0.748,operational,0.96,0.865,0
2026-01-11 15:00,slaughterhouse_1,slaughterhouse,346.0,470.0,500,0.94,35.0,0.06,333.0,400,0.832,operational,0.972,0.833,0
2026-01-11 18:00,slaughterhouse_1,slaughterhouse,424.0,386.0,500,0.772,55.0,0.14,254.0,400,0.635,operational,0.973,0.899,0
2026-01-11 21:00,slaughterhouse_1,slaughterhouse,346.0,386.0,500,0.772,43.0,0.01,273.0,400,0.682,operational,0.952,0.874,0
2026-01-12 00:00,slaughterhouse_1,slaughterhouse,386.0,348.0,500,0.696,44.0,0.31,252.0,400,0.63,operational,0.993,0.901,0
2026-01-12 03:00,slaughterhouse_1,slaughterhouse,357.0,389.0,500,0.778,36.0,0.73,236.0,400,0.59,operational,0.954,0.914,0
2026-01-12 06:00,slaughterhouse_1,slaughterhouse,376.0,495.0,500,0.99,40.0,0.37,323.0,400,0.808,operational,0.987,0.903,0
2026-01-12 09:00,slaughterhouse_1,slaughterhouse,387.0,500.0,500,1.0,36.0,0.21,334.0,400,0.835,operational,0.978,0.975,0
2026-01-12 12:00,slaughterhouse_1,slaughterhouse,387.0,500.0,500,1.0,42.0,0.2,328.0,400,0.82,operational,0.958,0.932,0
2026-01-12 15:00,slaughterhouse_1,slaughterhouse,390.0,500.0,500,1.0,59.0,0.0,321.0,400,0.802,operational,1.0,0.931,0
2026-01-12 18:00,slaughterhouse_1,slaughterhouse,423.0,386.0,500,0.772,32.0,0.53,260.0,400,0.65,operational,0.949,0.944,0
2026-01-12 21:00,slaughterhouse_1,slaughterhouse,391.0,373.0,500,0.746,29.0,0.26,262.0,400,0.655,operational,0.987,0.877,0
2026-01-13 00:00,slaughterhouse_1,slaughterhouse,371.0,430.0,500,0.86,57.0,0.23,266.0,400,0.665,operational,0.988,0.959,0
2026-01-13 03:00,slaughterhouse_1,slaughterhouse,405.0,391.0,500,0.782,42.0,1.17,253.0,400,0.632,operational,0.958,0.917,0
2026-01-13 06:00,slaughterhouse_1,slaughterhouse,411.0,500.0,500,1.0,38.0,0.36,306.0,400,0.765,operational,0.995,0.945,0
2026-01-13 09:00,slaughterhouse_1,slaughterhouse,344.0,500.0,500,1.0,53.0,0.07,313.0,400,0.782,operational,0.965,0.879,0
2026-01-13 12:00,slaughterhouse_1,slaughterhouse,395.0,500.0,500,1.0,39.0,0.16,337.0,400,0.842,operational,0.975,0.861,0
2026-01-13 15:00,slaughterhouse_1,slaughterhouse,398.0,497.0,500,0.994,60.0,0.6,292.0,400,0.73,operational,0.975,0.951,0
2026-01-13 18:00,slaughterhouse_1,slaughterhouse,370.0,381.0,500,0.762,50.0,0.31,248.0,400,0.62,operational,0.968,0.934,0
2026-01-13 21:00,slaughterhouse_1,slaughterhouse,417.0,381.0,500,0.762,40.0,0.0,235.0,400,0.588,operational,0.985,0.886,0
2026-01-14 00:00,slaughterhouse_1,slaughterhouse,374.0,389.0,500,0.778,63.0,0.54,242.0,400,0.605,operational,0.984,0.887,0
2026-01-14 03:00,slaughterhouse_1,slaughterhouse,382.0,382.0,500,0.764,39.0,0.09,264.0,400,0.66,operational,0.939,0.963,0
2026-01-14 06:00,slaughterhouse_1,slaughterhouse,373.0,486.0,500,0.972,51.0,0.8,314.0,400,0.785,operational,0.993,0.875,0
2026-01-14 09:00,slaughterhouse_1,slaughterhouse,378.0,500.0,500,1.0,47.0,0.58,311.0,400,0.778,operational,0.94,0.982,0
2026-01-14 12:00,slaughterhouse_1,slaughterhouse,347.0,495.0,500,0.99,56.0,0.15,280.0,400,0.7,operational,0.989,0.886,0
2026-01-14 15:00,slaughterhouse_1,slaughterhouse,338.0,500.0,500,1.0,58.0,0.64,326.0,400,0.815,operational,0.99,0.944,0
2026-01-14 18:00,slaughterhouse_1,slaughterhouse,423.0,349.0,500,0.698,44.0,0.3,253.0,400,0.632,operational,0.95,0.908,0
2026-01-14 21:00,slaughterhouse_1,slaughterhouse,354.0,407.0,500,0.814,37.0,0.52,279.0,400,0.698,operational,0.963,0.943,0
2026-01-15 00:00,slaughterhouse_1,slaughterhouse,350.0,409.0,500,0.818,48.0,0.42,237.0,400,0.592,operational,0.95,0.899,0
2026-01-15 03:00,slaughterhouse_1,slaughterhouse,318.0,358.0,500,0.716,38.0,0.04,246.0,400,0.615,operational,0.966,0.914,0
2026-01-15 06:00,slaughterhouse_1,slaughterhouse,360.0,493.0,500,0.986,62.0,0.1,315.0,400,0.788,operational,0.964,0.922,0
2026-01-15 09:00,slaughterhouse_1,slaughterhouse,341.0,493.0,500,0.986,45.0,0.57,345.0,400,0.862,operational,0.984,0.882,0
2026-01-15 12:00,slaughterhouse_1,slaughterhouse,424.0,472.0,500,0.944,41.0,0.19,308.0,400,0.77,operational,0.994,0.948,0
2026-01-15 15:00,slaughterhouse_1,slaughterhouse,406.0,484.0,500,0.968,46.0,0.17,316.0,400,0.79,operational,0.995,0.9,0
2026-01-15 18:00,slaughterhouse_1,slaughterhouse,359.0,373.0,500,0.746,32.0,0.01,252.0,400,0.63,operational,0.96,0.911,0
2026-01-15 21:00,slaughterhouse_1,slaughterhouse,441.0,417.0,500,0.834,35.0,0.4,245.0,400,0.612,operational,0.966,0.882,0
2026-01-16 00:00,slaughterhouse_1,slaughterhouse,405.0,405.0,500,0.81,55.0,0.86,234.0,400,0.585,operational,0.94,0.823,0
2026-01-16 03:00,slaughterhouse_1,slaughterhouse,369.0,410.0,500,0.82,38.0,0.0,245.0,400,0.612,operational,0.955,0.913,0
2026-01-16 06:00,slaughterhouse_1,slaughterhouse,308.0,500.0,500,1.0,35.0,0.29,334.0,400,0.835,operational,0.987,1.0,0
2026-01-16 09:00,slaughterhouse_1,slaughterhouse,442.0,477.0,500,0.954,49.0,0.68,287.0,400,0.718,operational,0.999,0.95,0
2026-01-16 12:00,slaughterhouse_1,slaughterhouse,339.0,490.0,500,0.98,55.0,0.26,313.0,400,0.782,operational,0.948,0.919,0
2026-01-16 15:00,slaughterhouse_1,slaughterhouse,332.0,500.0,500,1.0,50.0,0.41,295.0,400,0.738,operational,0.959,0.91,0
2026-01-16 18:00,slaughterhouse_1,slaughterhouse,407.0,371.0,500,0.742,53.0,0.0,262.0,400,0.655,operational,0.97,0.921,0
2026-01-16 21:00,slaughterhouse_1,slaughterhouse,446.0,401.0,500,0.802,37.0,0.4,216.0,400,0.54,operational,0.975,0.941,0
2026-01-17 00:00,slaughterhouse_1,slaughterhouse,417.0,386.0,500,0.772,31.0,0.23,232.0,400,0.58,operational,0.955,0.875,0
2026-01-17 03:00,slaughterhouse_1,slaughterhouse,394.0,384.0,500,0.768,58.0,0.56,248.0,400,0.62,operational,0.978,0.962,0
2026-01-17 06:00,slaughterhouse_1,slaughterhouse,395.0,500.0,500,1.0,41.0,0.61,344.0,400,0.86,operational,0.961,0.947,0
2026-01-17 09:00,slaughterhouse_1,slaughterhouse,402.0,500.0,500,1.0,42.0,1.01,309.0,400,0.772,operational,0.97,0.947,0
2026-01-17 12:00,slaughterhouse_1,slaughterhouse,399.0,493.0,500,0.986,56.0,0.44,298.0,400,0.745,operational,0.98,0.937,0
2026-01-17 15:00,slaughterhouse_1,slaughterhouse,386.0,500.0,500,1.0,49.0,0.37,351.0,400,0.878,operational,0.97,0.921,0
2026-01-17 18:00,slaughterhouse_1,slaughterhouse,381.0,373.0,500,0.746,48.0,0.33,217.0,400,0.542,operational,0.962,0.946,0
2026-01-17 21:00,slaughterhouse_1,slaughterhouse,376.0,400.0,500,0.8,63.0,0.18,204.0,400,0.51,operational,0.968,0.942,0
2026-01-18 00:00,slaughterhouse_1,slaughterhouse,357.0,399.0,500,0.798,38.0,0.37,249.0,400,0.622,operational,0.968,0.907,0
2026-01-18 03:00,slaughterhouse_1,slaughterhouse,370.0,385.0,500,0.77,52.0,0.2,233.0,400,0.582,operational,0.963,0.898,0
2026-01-18 06:00,slaughterhouse_1,slaughterhouse,331.0,500.0,500,1.0,45.0,0.33,288.0,400,0.72,operational,0.965,0.924,0
2026-01-18 09:00,slaughterhouse_1,slaughterhouse,375.0,475.0,500,0.95,46.0,0.65,326.0,400,0.815,operational,0.999,0.979,0
2026-01-18 12:00,slaughterhouse_1,slaughterhouse,350.0,500.0,500,1.0,58.0,0.0,315.0,400,0.788,operational,0.98,0.873,0
2026-01-18 15:00,slaughterhouse_1,slaughterhouse,347.0,496.0,500,0.992,49.0,0.6,298.0,400,0.745,operational,0.965,0.864,0
2026-01-18 18:00,slaughterhouse_1,slaughterhouse,383.0,382.0,500,0.764,49.0,0.65,220.0,400,0.55,operational,0.983,0.926,0
2026-01-18 21:00,slaughterhouse_1,slaughterhouse,417.0,406.0,500,0.812,54.0,0.25,257.0,400,0.642,operational,0.964,0.922,0
2026-01-19 00:00,slaughterhouse_1,slaughterhouse,404.0,379.0,500,0.758,41.0,0.0,253.0,400,0.632,operational,0.991,0.927,0
2026-01-19 03:00,slaughterhouse_1,slaughterhouse,334.0,368.0,500,0.736,36.0,0.11,240.0,400,0.6,operational,0.977,0.929,0
2026-01-19 06:00,slaughterhouse_1,slaughterhouse,350.0,469.0,500,0.938,35.0,0.64,351.0,400,0.878,operational,0.968,0.912,0
2026-01-19 09:00,slaughterhouse_1,slaughterhouse,404.0,500.0,500,1.0,26.0,0.27,286.0,400,0.715,operational,0.978,0.977,0
2026-01-19 12:00,slaughterhouse_1,slaughterhouse,350.0,474.0,500,0.948,63.0,0.0,276.0,400,0.69,operational,0.942,0.859,0
2026-01-19 15:00,slaughterhouse_1,slaughterhouse,372.0,500.0,500,1.0,34.0,0.14,295.0,400,0.738,operational,0.95,0.889,0
2026-01-19 18:00,slaughterhouse_1,slaughterhouse,393.0,358.0,500,0.716,42.0,0.52,241.0,400,0.602,operational,0.949,0.916,0
2026-01-19 21:00,slaughterhouse_1,slaughterhouse,351.0,416.0,500,0.832,42.0,0.43,246.0,400,0.615,operational,0.973,0.858,0
2026-01-20 00:00,slaughterhouse_1,slaughterhouse,381.0,393.0,500,0.786,47.0,0.21,238.0,400,0.595,operational,1.0,0.913,0
2026-01-20 03:00,slaughterhouse_1,slaughterhouse,341.0,388.0,500,0.776,51.0,0.18,248.0,400,0.62,operational,1.0,0.983,0
2026-01-20 06:00,slaughterhouse_1,slaughterhouse,361.0,489.0,500,0.978,52.0,0.17,282.0,400,0.705,operational,0.981,0.921,0
2026-01-20 09:00,slaughterhouse_1,slaughterhouse,387.0,500.0,500,1.0,39.0,0.02,342.0,400,0.855,operational,0.979,0.929,0
2026-01-20 12:00,slaughterhouse_1,slaughterhouse,333.0,499.0,500,0.998,42.0,0.73,308.0,400,0.77,operational,0.938,0.872,0
2026-01-20 15:00,slaughterhouse_1,slaughterhouse,390.0,500.0,500,1.0,47.0,0.19,335.0,400,0.838,operational,0.96,0.897,0
2026-01-20 18:00,slaughterhouse_1,slaughterhouse,377.0,392.0,500,0.784,42.0,0.62,248.0,400,0.62,operational,0.956,0.906,0
2026-01-20 21:00,slaughterhouse_1,slaughterhouse,393.0,392.0,500,0.784,58.0,0.71,250.0,400,0.625,operational,0.959,0.908,0
2026-01-21 00:00,slaughterhouse_1,slaughterhouse,384.0,384.0,500,0.768,48.0,0.56,252.0,400,0.63,operational,0.967,0.969,0
2026-01-21 03:00,slaughterhouse_1,slaughterhouse,416.0,389.0,500,0.778,51.0,0.16,249.0,400,0.622,operational,0.962,0.941,0
2026-01-21 06:00,slaughterhouse_1,slaughterhouse,382.0,500.0,500,1.0,50.0,0.39,324.0,400,0.81,operational,0.934,0.878,0
2026-01-21 09:00,slaughterhouse_1,slaughterhouse,366.0,466.0,500,0.932,55.0,0.27,339.0,400,0.848,operational,0.983,0.929,0
2026-01-21 12:00,slaughterhouse_1,slaughterhouse,381.0,473.0,500,0.946,46.0,0.03,314.0,400,0.785,operational,0.951,0.939,0
2026-01-21 15:00,slaughterhouse_1,slaughterhouse,393.0,500.0,500,1.0,32.0,0.37,326.0,400,0.815,operational,0.974,0.963,0
2026-01-21 18:00,slaughterhouse_1,slaughterhouse,379.0,393.0,500,0.786,48.0,0.0,240.0,400,0.6,operational,1.0,0.98,0
2026-01-21 21:00,slaughterhouse_1,slaughterhouse,379.0,387.0,500,0.774,38.0,0.61,267.0,400,0.668,operational,0.953,0.881,0
2026-01-22 00:00,slaughterhouse_1,slaughterhouse,358.0,390.0,500,0.78,39.0,0.15,230.0,400,0.575,operational,0.924,0.889,0
2026-01-22 03:00,slaughterhouse_1,slaughterhouse,359.0,395.0,500,0.79,49.0,0.34,273.0,400,0.682,operational,0.965,0.872,0
2026-01-22 06:00,slaughterhouse_1,slaughterhouse,339.0,489.0,500,0.978,55.0,0.36,309.0,400,0.772,operational,0.99,0.911,0
2026-01-22 09:00,slaughterhouse_1,slaughterhouse,427.0,484.0,500,0.968,44.0,0.21,279.0,400,0.698,operational,1.0,0.938,0
2026-01-22 12:00,slaughterhouse_1,slaughterhouse,343.0,500.0,500,1.0,47.0,0.44,313.0,400,0.782,operational,0.948,0.958,0
2026-01-22 15:00,slaughterhouse_1,slaughterhouse,359.0,480.0,500,0.96,59.0,0.15,295.0,400,0.738,operational,0.979,0.917,0
2026-01-22 18:00,slaughterhouse_1,slaughterhouse,358.0,396.0,500,0.792,46.0,0.52,256.0,400,0.64,operational,0.962,0.908,0
2026-01-22 21:00,slaughterhouse_1,slaughterhouse,403.0,363.0,500,0.726,67.0,0.0,231.0,400,0.578,operational,0.968,0.926,0
2026-01-23 00:00,slaughterhouse_1,slaughterhouse,370.0,406.0,500,0.812,49.0,0.32,234.0,400,0.585,operational,1.0,0.888,0
2026-01-23 03:00,slaughterhouse_1,slaughterhouse,413.0,397.0,500,0.794,28.0,0.82,209.0,400,0.522,operational,0.943,0.999,0
2026-01-23 06:00,slaughterhouse_1,slaughterhouse,359.0,500.0,500,1.0,51.0,0.0,300.0,400,0.75,operational,0.975,0.859,0
2026-01-23 09:00,slaughterhouse_1,slaughterhouse,386.0,500.0,500,1.0,47.0,0.09,257.0,400,0.642,operational,0.978,0.927,0
2026-01-23 12:00,slaughterhouse_1,slaughterhouse,355.0,500.0,500,1.0,56.0,0.42,275.0,400,0.688,operational,0.99,0.997,0
2026-01-23 15:00,slaughterhouse_1,slaughterhouse,438.0,500.0,500,1.0,50.0,0.33,327.0,400,0.818,operational,0.972,0.92,0
2026-01-23 18:00,slaughterhouse_1,slaughterhouse,345.0,361.0,500,0.722,43.0,0.38,255.0,400,0.638,operational,0.976,0.913,0
2026-01-23 21:00,slaughterhouse_1,slaughterhouse,387.0,370.0,500,0.74,33.0,0.42,249.0,400,0.622,operational,0.963,0.906,0
2026-01-24 00:00,slaughterhouse_1,slaughterhouse,396.0,380.0,500,0.76,42.0,0.46,225.0,400,0.562,operational,0.975,0.913,0
2026-01-24 03:00,slaughterhouse_1,slaughterhouse,390.0,390.0,500,0.78,36.0,0.59,241.0,400,0.602,operational,0.964,0.972,0
2026-01-24 06:00,slaughterhouse_1,slaughterhouse,373.0,500.0,500,1.0,39.0,0.39,310.0,400,0.775,operational,0.981,0.836,0
2026-01-24 09:00,slaughterhouse_1,slaughterhouse,374.0,485.0,500,0.97,49.0,0.21,285.0,400,0.712,operational,0.963,0.978,0
