timestamp,node_id,node_type,inventory_level,capacity,stock_ratio,reorder_point,shipment_status,distribution_capacity,pending_shipments,delivery_schedule,incoming_orders,order_vs_capacity,disrupted
2026-01-02 12:00,wholesaler_1,wholesaler,133.9,300,0.446,90,on_time,300,9.5,normal,160.0,0.533,0
2026-01-02 14:00,wholesaler_1,wholesaler,123.9,300,0.413,90,on_time,300,5.6,normal,132.0,0.44,0
2026-01-02 16:00,wholesaler_1,wholesaler,111.7,300,0.372,90,on_time,300,6.8,normal,125.0,0.417,0
2026-01-02 18:00,wholesaler_1,wholesaler,100.6,300,0.335,90,on_time,300,8.1,normal,129.0,0.43,0
2026-01-02 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.1,normal,131.0,0.437,0
2026-01-02 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.7,normal,158.0,0.527,0
2026-01-03 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.4,normal,140.0,0.467,0
2026-01-03 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,1.1,normal,118.0,0.393,0
2026-01-03 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.4,normal,144.0,0.48,0
2026-01-03 06:00,wholesaler_1,wholesaler,165.8,300,0.553,90,on_time,300,0.0,normal,147.0,0.49,0
2026-01-03 08:00,wholesaler_1,wholesaler,151.5,300,0.505,90,on_time,300,12.1,normal,134.0,0.447,0
2026-01-03 10:00,wholesaler_1,wholesaler,145.5,300,0.485,90,on_time,300,9.4,normal,164.0,0.547,0
2026-01-03 12:00,wholesaler_1,wholesaler,133.6,300,0.445,90,on_time,300,9.5,normal,135.0,0.45,0
2026-01-03 14:00,wholesaler_1,wholesaler,124.0,300,0.413,90,on_time,300,0.0,normal,163.0,0.543,0
2026-01-03 16:00,wholesaler_1,wholesaler,113.2,300,0.377,90,on_time,300,6.0,normal,154.0,0.513,0
2026-01-03 18:00,wholesaler_1,wholesaler,101.3,300,0.338,90,on_time,300,12.7,normal,160.0,0.533,0
2026-01-03 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.2,normal,123.0,0.41,0
2026-01-03 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.6,normal,145.0,0.483,0
2026-01-04 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.6,normal,142.0,0.473,0
2026-01-04 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.2,normal,117.0,0.39,0
2026-01-04 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.7,normal,163.0,0.543,0
2026-01-04 06:00,wholesaler_1,wholesaler,145.8,300,0.486,90,on_time,300,13.1,normal,128.0,0.427,0
2026-01-04 08:00,wholesaler_1,wholesaler,132.5,300,0.442,90,on_time,300,7.2,normal,132.0,0.44,0
2026-01-04 10:00,wholesaler_1,wholesaler,122.2,300,0.407,90,on_time,300,5.0,normal,125.0,0.417,0
2026-01-04 12:00,wholesaler_1,wholesaler,108.0,300,0.36,90,on_time,300,1.6,normal,156.0,0.52,0
2026-01-04 14:00,wholesaler_1,wholesaler,100.0,300,0.333,90,on_time,300,9.7,normal,116.0,0.387,0
2026-01-04 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.6,normal,154.0,0.513,0
2026-01-04 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.9,normal,162.0,0.54,0
2026-01-04 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,153.0,0.51,0
2026-01-04 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.3,normal,156.0,0.52,0
2026-01-05 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.7,normal,157.0,0.523,0
2026-01-05 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.0,normal,126.0,0.42,0
2026-01-05 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,16.3,normal,169.0,0.563,0
2026-01-05 06:00,wholesaler_1,wholesaler,166.2,300,0.554,90,on_time,300,7.4,normal,135.0,0.45,0
2026-01-05 08:00,wholesaler_1,wholesaler,157.5,300,0.525,90,on_time,300,5.2,normal,142.0,0.473,0
2026-01-05 10:00,wholesaler_1,wholesaler,148.8,300,0.496,90,on_time,300,2.3,normal,137.0,0.457,0
2026-01-05 12:00,wholesaler_1,wholesaler,136.3,300,0.454,90,on_time,300,6.1,normal,152.0,0.507,0
2026-01-05 14:00,wholesaler_1,wholesaler,124.2,300,0.414,90,on_time,300,8.2,normal,133.0,0.443,0
2026-01-05 16:00,wholesaler_1,wholesaler,109.2,300,0.364,90,on_time,300,7.7,normal,144.0,0.48,0
2026-01-05 18:00,wholesaler_1,wholesaler,96.4,300,0.321,90,on_time,300,15.3,normal,121.0,0.403,0
2026-01-05 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.7,normal,164.0,0.547,0
2026-01-05 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.9,normal,155.0,0.517,0
2026-01-06 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.3,normal,138.0,0.46,0
2026-01-06 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,8.7,normal,135.0,0.45,0
2026-01-06 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.4,normal,155.0,0.517,0
2026-01-06 06:00,wholesaler_1,wholesaler,167.0,300,0.557,90,on_time,300,8.3,normal,130.0,0.433,0
2026-01-06 08:00,wholesaler_1,wholesaler,155.6,300,0.519,90,on_time,300,9.7,normal,145.0,0.483,0
2026-01-06 10:00,wholesaler_1,wholesaler,141.6,300,0.472,90,on_time,300,6.5,normal,164.0,0.547,0
2026-01-06 12:00,wholesaler_1,wholesaler,127.8,300,0.426,90,on_time,300,4.7,normal,128.0,0.427,0
2026-01-06 14:00,wholesaler_1,wholesaler,114.5,300,0.382,90,on_time,300,0.0,normal,150.0,0.5,0
2026-01-06 16:00,wholesaler_1,wholesaler,103.7,300,0.346,90,on_time,300,12.6,normal,149.0,0.497,0
2026-01-06 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.3,normal,141.0,0.47,0
2026-01-06 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.4,normal,134.0,0.447,0
2026-01-06 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.5,normal,165.0,0.55,0
2026-01-07 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,13.7,normal,132.0,0.44,0
2026-01-07 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.4,normal,110.0,0.367,0
2026-01-07 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.2,normal,155.0,0.517,0
2026-01-07 06:00,wholesaler_1,wholesaler,152.6,300,0.509,90,on_time,300,2.7,normal,121.0,0.403,0
2026-01-07 08:00,wholesaler_1,wholesaler,139.4,300,0.465,90,on_time,300,0.0,normal,155.0,0.517,0
2026-01-07 10:00,wholesaler_1,wholesaler,127.1,300,0.424,90,on_time,300,12.7,normal,167.0,0.557,0
2026-01-07 12:00,wholesaler_1,wholesaler,111.4,300,0.371,90,on_time,300,13.3,normal,154.0,0.513,0
2026-01-07 14:00,wholesaler_1,wholesaler,100.4,300,0.335,90,on_time,300,6.8,normal,162.0,0.54,0
2026-01-07 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.4,normal,179.0,0.597,0
2026-01-07 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.8,normal,160.0,0.533,0
2026-01-07 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.9,normal,149.0,0.497,0
2026-01-07 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.1,normal,172.0,0.573,0
2026-01-08 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.2,normal,175.0,0.583,0
2026-01-08 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,8.2,normal,175.0,0.583,0
2026-01-08 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,12.1,normal,134.0,0.447,0
2026-01-08 06:00,wholesaler_1,wholesaler,173.7,300,0.579,90,on_time,300,7.6,normal,119.0,0.397,0
2026-01-08 08:00,wholesaler_1,wholesaler,161.5,300,0.538,90,on_time,300,0.4,normal,133.0,0.443,0
2026-01-08 10:00,wholesaler_1,wholesaler,148.3,300,0.494,90,on_time,300,9.1,normal,156.0,0.52,0
2026-01-08 12:00,wholesaler_1,wholesaler,140.1,300,0.467,90,on_time,300,6.3,normal,146.0,0.487,0
2026-01-08 14:00,wholesaler_1,wholesaler,128.6,300,0.429,90,on_time,300,13.7,normal,139.0,0.463,0
2026-01-08 16:00,wholesaler_1,wholesaler,113.9,300,0.38,90,on_time,300,13.9,normal,153.0,0.51,0
2026-01-08 18:00,wholesaler_1,wholesaler,97.8,300,0.326,90,on_time,300,14.1,normal,117.0,0.39,0
2026-01-08 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.0,normal,146.0,0.487,0
2026-01-08 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,16.5,normal,163.0,0.543,0
2026-01-09 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.1,normal,153.0,0.51,0
2026-01-09 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,14.8,normal,155.0,0.517,0
2026-01-09 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.2,normal,172.0,0.573,0
2026-01-09 06:00,wholesaler_1,wholesaler,157.2,300,0.524,90,on_time,300,6.2,normal,142.0,0.473,0
2026-01-09 08:00,wholesaler_1,wholesaler,148.6,300,0.495,90,on_time,300,8.7,normal,131.0,0.437,0
2026-01-09 10:00,wholesaler_1,wholesaler,135.7,300,0.452,90,on_time,300,8.2,normal,164.0,0.547,0
2026-01-09 12:00,wholesaler_1,wholesaler,125.8,300,0.419,90,on_time,300,13.1,normal,164.0,0.547,0
2026-01-09 14:00,wholesaler_1,wholesaler,111.8,300,0.373,90,on_time,300,6.5,normal,153.0,0.51,0
2026-01-09 16:00,wholesaler_1,wholesaler,99.1,300,0.33,90,on_time,300,12.7,normal,140.0,0.467,0
2026-01-09 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.8,normal,143.0,0.477,0
2026-01-09 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.5,normal,120.0,0.4,0
2026-01-09 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.4,normal,163.0,0.543,0
2026-01-10 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.4,normal,162.0,0.54,0
2026-01-10 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,18.1,normal,119.0,0.397,0
2026-01-10 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,159.0,0.53,0
2026-01-10 06:00,wholesaler_1,wholesaler,164.8,300,0.549,90,on_time,300,10.5,normal,150.0,0.5,0
2026-01-10 08:00,wholesaler_1,wholesaler,156.8,300,0.523,90,on_time,300,0.0,normal,125.0,0.417,0
2026-01-10 10:00,wholesaler_1,wholesaler,142.3,300,0.474,90,on_time,300,6.5,normal,121.0,0.403,0
2026-01-10 12:00,wholesaler_1,wholesaler,135.6,300,0.452,90,on_time,300,7.1,normal,150.0,0.5,0
2026-01-10 14:00,wholesaler_1,wholesaler,121.2,300,0.404,90,on_time,300,14.3,normal,136.0,0.453,0
2026-01-10 16:00,wholesaler_1,wholesaler,112.6,300,0.375,90,on_time,300,4.4,normal,176.0,0.587,0
2026-01-10 18:00,wholesaler_1,wholesaler,103.5,300,0.345,90,on_time,300,13.4,normal,160.0,0.533,0
2026-01-10 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.2,normal,152.0,0.507,0
2026-01-10 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,13.6,normal,152.0,0.507,0
2026-01-11 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.4,normal,167.0,0.557,0
2026-01-11 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.8,normal,158.0,0.527,0
2026-01-11 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.0,normal,152.0,0.507,0
2026-01-11 06:00,wholesaler_1,wholesaler,153.7,300,0.512,90,on_time,300,13.3,normal,125.0,0.417,0
2026-01-11 08:00,wholesaler_1,wholesaler,144.3,300,0.481,90,on_time,300,12.4,normal,195.0,0.65,0
2026-01-11 10:00,wholesaler_1,wholesaler,132.8,300,0.443,90,on_time,300,9.5,normal,123.0,0.41,0
2026-01-11 12:00,wholesaler_1,wholesaler,120.4,300,0.401,90,on_time,300,2.3,normal,137.0,0.457,0
2026-01-11 14:00,wholesaler_1,wholesaler,106.3,300,0.354,90,on_time,300,4.3,normal,113.0,0.377,0
2026-01-11 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.9,normal,153.0,0.51,0
2026-01-11 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,146.0,0.487,0
2026-01-11 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,13.2,normal,157.0,0.523,0
2026-01-11 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.0,normal,112.0,0.373,0
2026-01-12 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.0,normal,163.0,0.543,0
2026-01-12 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,14.2,normal,128.0,0.427,0
2026-01-12 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.4,normal,140.0,0.467,0
2026-01-12 06:00,wholesaler_1,wholesaler,161.0,300,0.537,90,on_time,300,3.7,normal,160.0,0.533,0
2026-01-12 08:00,wholesaler_1,wholesaler,149.8,300,0.499,90,on_time,300,6.5,normal,148.0,0.493,0
2026-01-12 10:00,wholesaler_1,wholesaler,134.5,300,0.448,90,on_time,300,2.4,normal,149.0,0.497,0
2026-01-12 12:00,wholesaler_1,wholesaler,125.3,300,0.418,90,on_time,300,9.0,normal,157.0,0.523,0
2026-01-12 14:00,wholesaler_1,wholesaler,116.1,300,0.387,90,on_time,300,5.8,normal,151.0,0.503,0
2026-01-12 16:00,wholesaler_1,wholesaler,100.3,300,0.334,90,on_time,300,5.2,normal,137.0,0.457,0
2026-01-12 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.8,normal,140.0,0.467,0
2026-01-12 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.0,normal,147.0,0.49,0
2026-01-12 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.9,normal,127.0,0.423,0
2026-01-13 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.2,normal,161.0,0.537,0
2026-01-13 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.9,normal,148.0,0.493,0
2026-01-13 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.1,normal,144.0,0.48,0
2026-01-13 06:00,wholesaler_1,wholesaler,150.9,300,0.503,90,on_time,300,6.7,normal,164.0,0.547,0
2026-01-13 08:00,wholesaler_1,wholesaler,139.7,300,0.466,90,on_time,300,7.6,normal,141.0,0.47,0
2026-01-13 10:00,wholesaler_1,wholesaler,130.7,300,0.436,90,on_time,300,4.5,normal,140.0,0.467,0
2026-01-13 12:00,wholesaler_1,wholesaler,119.2,300,0.397,90,on_time,300,12.0,normal,134.0,0.447,0
2026-01-13 14:00,wholesaler_1,wholesaler,109.8,300,0.366,90,on_time,300,7.9,normal,149.0,0.497,0
2026-01-13 16:00,wholesaler_1,wholesaler,99.5,300,0.332,90,on_time,300,5.2,normal,149.0,0.497,0
2026-01-13 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.0,normal,131.0,0.437,0
2026-01-13 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.2,normal,140.0,0.467,0
2026-01-13 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,131.0,0.437,0
2026-01-14 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.0,normal,130.0,0.433,0
2026-01-14 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.9,normal,112.0,0.373,0
2026-01-14 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,11.7,normal,139.0,0.463,0
2026-01-14 06:00,wholesaler_1,wholesaler,172.7,300,0.576,90,on_time,300,6.4,normal,112.0,0.373,0
2026-01-14 08:00,wholesaler_1,wholesaler,159.1,300,0.53,90,on_time,300,11.0,normal,135.0,0.45,0
2026-01-14 10:00,wholesaler_1,wholesaler,146.2,300,0.487,90,on_time,300,4.7,normal,132.0,0.44,0
2026-01-14 12:00,wholesaler_1,wholesaler,139.5,300,0.465,90,on_time,300,7.8,normal,162.0,0.54,0
2026-01-14 14:00,wholesaler_1,wholesaler,129.2,300,0.431,90,on_time,300,12.9,normal,125.0,0.417,0
2026-01-14 16:00,wholesaler_1,wholesaler,117.4,300,0.391,90,on_time,300,6.3,normal,129.0,0.43,0
2026-01-14 18:00,wholesaler_1,wholesaler,101.7,300,0.339,90,on_time,300,4.8,normal,136.0,0.453,0
2026-01-14 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.4,normal,133.0,0.443,0
2026-01-14 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.4,normal,168.0,0.56,0
2026-01-15 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.0,normal,123.0,0.41,0
2026-01-15 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,136.0,0.453,0
2026-01-15 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.8,normal,149.0,0.497,0
2026-01-15 06:00,wholesaler_1,wholesaler,148.5,300,0.495,90,on_time,300,10.5,normal,159.0,0.53,0
2026-01-15 08:00,wholesaler_1,wholesaler,137.7,300,0.459,90,on_time,300,4.0,normal,136.0,0.453,0
2026-01-15 10:00,wholesaler_1,wholesaler,123.5,300,0.412,90,on_time,300,7.5,normal,108.0,0.36,0
2026-01-15 12:00,wholesaler_1,wholesaler,113.5,300,0.378,90,on_time,300,4.5,normal,140.0,0.467,0
2026-01-15 14:00,wholesaler_1,wholesaler,100.9,300,0.336,90,on_time,300,0.0,normal,167.0,0.557,0
2026-01-15 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.5,normal,148.0,0.493,0
2026-01-15 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.5,normal,147.0,0.49,0
2026-01-15 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,124.0,0.413,0
2026-01-15 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,8.6,normal,122.0,0.407,0
2026-01-16 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.2,normal,143.0,0.477,0
2026-01-16 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.2,normal,117.0,0.39,0
2026-01-16 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.7,normal,157.0,0.523,0
2026-01-16 06:00,wholesaler_1,wholesaler,145.7,300,0.486,90,on_time,300,6.7,normal,128.0,0.427,0
2026-01-16 08:00,wholesaler_1,wholesaler,136.0,300,0.453,90,on_time,300,6.7,normal,143.0,0.477,0
2026-01-16 10:00,wholesaler_1,wholesaler,125.0,300,0.417,90,on_time,300,3.9,normal,109.0,0.363,0
2026-01-16 12:00,wholesaler_1,wholesaler,114.2,300,0.381,90,on_time,300,1.4,normal,136.0,0.453,0
2026-01-16 14:00,wholesaler_1,wholesaler,98.8,300,0.329,90,on_time,300,15.1,normal,122.0,0.407,0
2026-01-16 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.6,normal,101.0,0.337,0
2026-01-16 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,14.6,normal,153.0,0.51,0
2026-01-16 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.6,normal,173.0,0.577,0
2026-01-16 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.9,normal,163.0,0.543,0
2026-01-17 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.4,normal,155.0,0.517,0
2026-01-17 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.9,normal,136.0,0.453,0
2026-01-17 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.0,normal,158.0,0.527,0
2026-01-17 06:00,wholesaler_1,wholesaler,150.1,300,0.5,90,on_time,300,6.1,normal,165.0,0.55,0
2026-01-17 08:00,wholesaler_1,wholesaler,141.1,300,0.47,90,on_time,300,10.2,normal,145.0,0.483,0
2026-01-17 10:00,wholesaler_1,wholesaler,128.2,300,0.427,90,on_time,300,5.4,normal,122.0,0.407,0
2026-01-17 12:00,wholesaler_1,wholesaler,113.0,300,0.377,90,on_time,300,1.1,normal,134.0,0.447,0
2026-01-17 14:00,wholesaler_1,wholesaler,103.6,300,0.345,90,on_time,300,10.9,normal,174.0,0.58,0
2026-01-17 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.3,normal,142.0,0.473,0
2026-01-17 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.8,normal,92.0,0.307,0
2026-01-17 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,11.9,normal,117.0,0.39,0
2026-01-17 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.8,normal,135.0,0.45,0
2026-01-18 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,12.8,normal,162.0,0.54,0
2026-01-18 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.7,normal,138.0,0.46,0
2026-01-18 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.4,normal,162.0,0.54,0
2026-01-18 06:00,wholesaler_1,wholesaler,169.3,300,0.564,90,on_time,300,13.8,normal,134.0,0.447,0
2026-01-18 08:00,wholesaler_1,wholesaler,153.5,300,0.512,90,on_time,300,2.4,normal,108.0,0.36,0
2026-01-18 10:00,wholesaler_1,wholesaler,143.0,300,0.477,90,on_time,300,5.8,normal,134.0,0.447,0
2026-01-18 12:00,wholesaler_1,wholesaler,133.7,300,0.446,90,on_time,300,6.6,normal,149.0,0.497,0
2026-01-18 14:00,wholesaler_1,wholesaler,122.3,300,0.408,90,on_time,300,10.2,normal,148.0,0.493,0
2026-01-18 16:00,wholesaler_1,wholesaler,109.2,300,0.364,90,on_time,300,12.5,normal,120.0,0.4,0
2026-01-18 18:00,wholesaler_1,wholesaler,103.0,300,0.343,90,on_time,300,12.2,normal,137.0,0.457,0
2026-01-18 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,8.5,normal,191.0,0.637,0
2026-01-18 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.2,normal,121.0,0.403,0
2026-01-19 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,155.0,0.517,0
2026-01-19 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,1.6,normal,105.0,0.35,0
2026-01-19 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,15.4,normal,159.0,0.53,0
2026-01-19 06:00,wholesaler_1,wholesaler,161.9,300,0.54,90,on_time,300,0.0,normal,127.0,0.423,0
2026-01-19 08:00,wholesaler_1,wholesaler,149.0,300,0.497,90,on_time,300,4.0,normal,150.0,0.5,0
2026-01-19 10:00,wholesaler_1,wholesaler,139.7,300,0.466,90,on_time,300,12.7,normal,120.0,0.4,0
2026-01-19 12:00,wholesaler_1,wholesaler,123.9,300,0.413,90,on_time,300,8.4,normal,148.0,0.493,0
2026-01-19 14:00,wholesaler_1,wholesaler,107.3,300,0.358,90,on_time,300,11.7,normal,127.0,0.423,0
2026-01-19 16:00,wholesaler_1,wholesaler,98.4,300,0.328,90,on_time,300,9.9,normal,130.0,0.433,0
2026-01-19 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,14.1,normal,151.0,0.503,0
2026-01-19 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,8.8,normal,135.0,0.45,0
2026-01-19 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.5,normal,150.0,0.5,0
2026-01-20 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.2,normal,140.0,0.467,0
2026-01-20 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.1,normal,144.0,0.48,0
2026-01-20 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.7,normal,151.0,0.503,0
2026-01-20 06:00,wholesaler_1,wholesaler,140.0,300,0.467,90,on_time,300,5.5,normal,137.0,0.457,0
2026-01-20 08:00,wholesaler_1,wholesaler,129.1,300,0.43,90,on_time,300,11.5,normal,125.0,0.417,0
