timestamp,node_id,node_type,retail_inventory,capacity,stock_ratio,safety_stock,above_safety_stock,sales_rate,expected_sales_rate,sales_vs_expected,shortage_duration,demand_estimate,reorder_request,stockout_flag,disrupted
2026-01-05 23:15,retail_1,retail,14.294280899054172,150,0.095,30,0,5.56,10.0,0.556,0.0,70.3,54.0,0,0
2026-01-06 00:00,retail_1,retail,8.172916457278738,150,0.054,30,0,2.58,10.0,0.258,0.0,87.3,44.0,0,0
2026-01-06 00:45,retail_1,retail,12.167423144184315,150,0.081,30,0,2.95,10.0,0.295,0.0,96.3,55.0,0,0
2026-01-06 01:30,retail_1,retail,40.0,150,0.267,30,1,3.48,10.0,0.348,0.0,84.3,0.0,0,0
2026-01-06 02:15,retail_1,retail,37.3,150,0.249,30,1,3.67,10.0,0.367,0.0,89.4,0.0,0,0
2026-01-06 03:00,retail_1,retail,35.4,150,0.236,30,1,2.57,10.0,0.257,0.0,83.3,0.0,0,0
2026-01-06 03:45,retail_1,retail,32.1,150,0.214,30,1,4.38,10.0,0.438,0.0,91.7,0.0,0,0
2026-01-06 04:30,retail_1,retail,30.0,150,0.2,30,1,2.8,10.0,0.28,0.0,87.4,0.0,0,0
2026-01-06 05:15,retail_1,retail,28.0,150,0.187,30,0,2.61,10.0,0.261,0.0,82.0,54.0,0,0
2026-01-06 06:00,retail_1,retail,18.5,150,0.123,30,0,12.63,10.0,1.263,0.0,99.0,57.0,0,0
2026-01-06 06:45,retail_1,retail,10.1,150,0.067,30,0,11.22,10.0,1.122,0.0,96.0,53.0,0,0
2026-01-06 07:30,retail_1,retail,14.872715711732113,150,0.099,30,0,10.98,10.0,1.098,0.0,84.5,63.0,0,0
2026-01-06 08:15,retail_1,retail,9.337991653915104,150,0.062,30,0,12.78,10.0,1.278,0.0,92.7,52.0,0,0
2026-01-06 09:00,retail_1,retail,9.358537906774135,150,0.062,30,0,9.28,10.0,0.928,0.0,93.0,37.0,0,0
2026-01-06 09:45,retail_1,retail,47.5,150,0.317,30,1,8.99,10.0,0.899,0.0,93.8,0.0,0,0
2026-01-06 10:30,retail_1,retail,41.9,150,0.279,30,1,7.51,10.0,0.751,0.0,76.3,0.0,0,0
2026-01-06 11:15,retail_1,retail,34.8,150,0.232,30,1,9.44,10.0,0.944,0.0,96.5,0.0,0,0
2026-01-06 12:00,retail_1,retail,29.1,150,0.194,30,0,7.56,10.0,0.756,0.0,84.7,62.0,0,0
2026-01-06 12:45,retail_1,retail,21.6,150,0.144,30,0,10.04,10.0,1.004,0.0,86.3,52.0,0,0
2026-01-06 13:30,retail_1,retail,14.4,150,0.096,30,0,9.58,10.0,0.958,0.0,108.8,35.0,0,0
2026-01-06 14:15,retail_1,retail,8.0,150,0.053,30,0,8.52,10.0,0.852,0.0,91.3,40.0,0,0
2026-01-06 15:00,retail_1,retail,12.252501619197218,150,0.082,30,0,13.41,10.0,1.341,0.0,86.1,60.0,0,0
2026-01-06 15:45,retail_1,retail,14.255884147505949,150,0.095,30,0,13.31,10.0,1.331,0.0,72.5,46.0,0,0
2026-01-06 16:30,retail_1,retail,8.349995507185836,150,0.056,30,0,13.09,10.0,1.309,0.0,99.4,49.0,0,0
2026-01-06 17:15,retail_1,retail,14.74661568079404,150,0.098,30,0,12.14,10.0,1.214,0.0,78.9,55.0,0,0
2026-01-06 18:00,retail_1,retail,46.0,150,0.307,30,1,12.35,10.0,1.235,0.0,81.5,0.0,0,0
2026-01-06 18:45,retail_1,retail,37.8,150,0.252,30,1,10.88,10.0,1.088,0.0,86.5,0.0,0,0
2026-01-06 19:30,retail_1,retail,31.2,150,0.208,30,1,8.84,10.0,0.884,0.0,99.6,0.0,0,0
2026-01-06 20:15,retail_1,retail,27.1,150,0.181,30,0,5.54,10.0,0.554,0.0,94.8,45.0,0,0
2026-01-06 21:00,retail_1,retail,23.4,150,0.156,30,0,4.91,10.0,0.491,0.0,87.8,56.0,0,0
2026-01-06 21:45,retail_1,retail,19.8,150,0.132,30,0,4.8,10.0,0.48,0.0,91.3,53.0,0,0
2026-01-06 22:30,retail_1,retail,16.0,150,0.107,30,0,5.07,10.0,0.507,0.0,84.5,46.0,0,0
2026-01-06 23:15,retail_1,retail,12.8,150,0.085,30,0,4.24,10.0,0.424,0.0,90.0,58.0,0,0
2026-01-07 00:00,retail_1,retail,10.7,150,0.071,30,0,2.75,10.0,0.275,0.0,89.6,47.0,0,0
2026-01-07 00:45,retail_1,retail,8.4,150,0.056,30,0,3.07,10.0,0.307,0.0,96.3,40.0,0,0
2026-01-07 01:30,retail_1,retail,5.6,150,0.037,30,0,3.81,10.0,0.381,0.0,96.3,41.0,0,0
2026-01-07 02:15,retail_1,retail,56.7,150,0.378,30,1,2.68,10.0,0.268,0.0,92.7,0.0,0,0
2026-01-07 03:00,retail_1,retail,55.2,150,0.368,30,1,2.02,10.0,0.202,0.0,86.3,0.0,0,0
2026-01-07 03:45,retail_1,retail,53.0,150,0.353,30,1,2.97,10.0,0.297,0.0,94.6,0.0,0,0
2026-01-07 04:30,retail_1,retail,50.2,150,0.335,30,1,3.71,10.0,0.371,0.0,88.3,0.0,0,0
2026-01-07 05:15,retail_1,retail,48.4,150,0.323,30,1,2.42,10.0,0.242,0.0,80.9,0.0,0,0
2026-01-07 06:00,retail_1,retail,41.0,150,0.273,30,1,9.85,10.0,0.985,0.0,86.0,0.0,0,0
2026-01-07 06:45,retail_1,retail,31.8,150,0.212,30,1,12.24,10.0,1.224,0.0,89.6,0.0,0,0
2026-01-07 07:30,retail_1,retail,19.8,150,0.132,30,0,16.05,10.0,1.605,0.0,95.8,34.0,0,0
2026-01-07 08:15,retail_1,retail,12.6,150,0.084,30,0,9.56,10.0,0.956,0.0,87.6,46.0,0,0
2026-01-07 09:00,retail_1,retail,5.5,150,0.037,30,0,9.49,10.0,0.949,0.0,79.9,46.0,0,0
2026-01-07 09:45,retail_1,retail,11.298205389344304,150,0.075,30,0,12.36,10.0,1.236,0.0,89.4,53.0,0,0
2026-01-07 10:30,retail_1,retail,61.3,150,0.409,30,1,9.58,10.0,0.958,0.0,89.9,0.0,0,0
2026-01-07 11:15,retail_1,retail,55.7,150,0.371,30,1,7.48,10.0,0.748,0.0,90.4,0.0,0,0
2026-01-07 12:00,retail_1,retail,51.0,150,0.34,30,1,6.34,10.0,0.634,0.0,95.9,0.0,0,0
2026-01-07 12:45,retail_1,retail,44.4,150,0.296,30,1,8.7,10.0,0.87,0.0,96.6,0.0,0,0
2026-01-07 13:30,retail_1,retail,37.8,150,0.252,30,1,8.91,10.0,0.891,0.0,84.5,0.0,0,0
2026-01-07 14:15,retail_1,retail,30.1,150,0.201,30,1,10.24,10.0,1.024,0.0,84.4,0.0,0,0
2026-01-07 15:00,retail_1,retail,19.6,150,0.131,30,0,13.98,10.0,1.398,0.0,81.2,43.0,0,0
2026-01-07 15:45,retail_1,retail,8.9,150,0.059,30,0,14.28,10.0,1.428,0.0,94.2,50.0,0,0
2026-01-07 16:30,retail_1,retail,13.659128333615264,150,0.091,30,0,12.33,10.0,1.233,0.0,99.9,52.0,0,0
2026-01-07 17:15,retail_1,retail,14.932994743689825,150,0.1,30,0,17.18,10.0,1.718,0.0,86.6,32.0,0,0
2026-01-07 18:00,retail_1,retail,8.30892963310621,150,0.055,30,0,12.09,10.0,1.209,0.0,87.2,43.0,0,0
2026-01-07 18:45,retail_1,retail,63.7,150,0.425,30,1,11.7,10.0,1.17,0.0,100.0,0.0,0,0
2026-01-07 19:30,retail_1,retail,51.7,150,0.345,30,1,16.04,10.0,1.604,0.0,92.8,0.0,0,0
2026-01-07 20:15,retail_1,retail,48.9,150,0.326,30,1,3.81,10.0,0.381,0.0,92.3,0.0,0,0
2026-01-07 21:00,retail_1,retail,46.2,150,0.308,30,1,3.56,10.0,0.356,0.0,80.1,0.0,0,0
2026-01-07 21:45,retail_1,retail,42.5,150,0.283,30,1,4.88,10.0,0.488,0.0,94.1,0.0,0,0
2026-01-07 22:30,retail_1,retail,38.9,150,0.259,30,1,4.8,10.0,0.48,0.0,82.0,0.0,0,0
2026-01-07 23:15,retail_1,retail,35.4,150,0.236,30,1,4.65,10.0,0.465,0.0,80.5,0.0,0,0
2026-01-08 00:00,retail_1,retail,32.7,150,0.218,30,1,3.65,10.0,0.365,0.0,86.4,0.0,0,0
2026-01-08 00:45,retail_1,retail,30.6,150,0.204,30,1,2.79,10.0,0.279,0.0,84.6,0.0,0,0
2026-01-08 01:30,retail_1,retail,28.2,150,0.188,30,0,3.23,10.0,0.323,0.0,87.3,39.0,0,0
2026-01-08 02:15,retail_1,retail,25.9,150,0.173,30,0,3.04,10.0,0.304,0.0,78.2,52.0,0,0
2026-01-08 03:00,retail_1,retail,87.2,150,0.581,30,1,2.8,10.0,0.28,0.0,96.2,0.0,0,0
2026-01-08 03:45,retail_1,retail,84.8,150,0.565,30,1,3.17,10.0,0.317,0.0,97.5,0.0,0,0
2026-01-08 04:30,retail_1,retail,82.1,150,0.547,30,1,3.58,10.0,0.358,0.0,74.4,0.0,0,0
