tick,timestamp,node_id,node_type,disrupted,mode,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id
12,2026-01-03 09:00,supplier_1,supplier,0,reactive,907.22,,,,,,,,,,,,,2
12,2026-01-03 09:00,farm_1,farm,0,reactive,,759.0,0.0222,,,,,,,,,,,2
12,2026-01-03 09:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,340.58,,,,,,,,,2
12,2026-01-03 09:00,wholesaler_1,wholesaler,1,reactive,,,,,,11.19,16.5,,,,,,,2
12,2026-01-03 09:00,retail_1,retail,1,reactive,,,,,,,,19.19,30.0,0.0,2.5,4.55,0.0,2
13,2026-01-03 09:15,supplier_1,supplier,0,reactive,905.92,,,,,,,,,,,,,2
13,2026-01-03 09:15,farm_1,farm,0,reactive,,759.0,0.0222,,,,,,,,,,,2
13,2026-01-03 09:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,354.82,,,,,,,,,2
13,2026-01-03 09:15,wholesaler_1,wholesaler,1,reactive,,,,,,8.34,16.5,,,,,,,2
13,2026-01-03 09:15,retail_1,retail,1,reactive,,,,,,,,18.18,30.0,0.0,2.75,4.55,0.0,2
14,2026-01-03 09:30,supplier_1,supplier,0,reactive,904.57,,,,,,,,,,,,,2
14,2026-01-03 09:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
14,2026-01-03 09:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,367.17,,,,,,,,,2
14,2026-01-03 09:30,wholesaler_1,wholesaler,1,reactive,,,,,,6.38,16.5,,,,,,,2
14,2026-01-03 09:30,retail_1,retail,1,reactive,,,,,,,,17.02,30.0,0.0,3.0,4.55,0.0,2
15,2026-01-03 09:45,supplier_1,supplier,0,reactive,903.48,,,,,,,,,,,,,2
15,2026-01-03 09:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
15,2026-01-03 09:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,380.8,,,,,,,,,2
15,2026-01-03 09:45,wholesaler_1,wholesaler,1,reactive,,,,,,3.47,16.5,,,,,,,2
15,2026-01-03 09:45,retail_1,retail,1,reactive,,,,,,,,15.82,30.0,0.0,3.25,4.55,0.0,2
16,2026-01-03 10:00,supplier_1,supplier,0,reactive,902.24,,,,,,,,,,,,,2
16,2026-01-03 10:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
16,2026-01-03 10:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,364.13,,,,,,,,,2
16,2026-01-03 10:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.67,16.5,,,,,,,2
16,2026-01-03 10:00,retail_1,retail,1,reactive,,,,,,,,14.81,30.0,0.0,3.5,4.55,0.0,2
17,2026-01-03 10:15,supplier_1,supplier,0,reactive,901.56,,,,,,,,,,,,,2
17,2026-01-03 10:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
17,2026-01-03 10:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,378.24,,,,,,,,,2
17,2026-01-03 10:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
17,2026-01-03 10:15,retail_1,retail,1,reactive,,,,,,,,13.67,30.0,0.0,3.75,4.55,0.0,2
18,2026-01-03 10:30,supplier_1,supplier,0,reactive,900.56,,,,,,,,,,,,,2
18,2026-01-03 10:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
18,2026-01-03 10:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,391.26,,,,,,,,,2
18,2026-01-03 10:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
18,2026-01-03 10:30,retail_1,retail,1,reactive,,,,,,,,12.59,30.0,0.0,4.0,4.55,0.0,2
19,2026-01-03 10:45,supplier_1,supplier,0,reactive,899.51,,,,,,,,,,,,,2
19,2026-01-03 10:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
19,2026-01-03 10:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,400.0,,,,,,,,,2
19,2026-01-03 10:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
19,2026-01-03 10:45,retail_1,retail,1,reactive,,,,,,,,11.39,30.0,0.0,4.25,4.55,0.0,2
20,2026-01-03 11:00,supplier_1,supplier,0,reactive,898.91,,,,,,,,,,,,,2
20,2026-01-03 11:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
20,2026-01-03 11:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,370.0,,,,,,,,,2
20,2026-01-03 11:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
20,2026-01-03 11:00,retail_1,retail,1,reactive,,,,,,,,10.39,30.0,0.0,4.5,4.55,0.0,2
21,2026-01-03 11:15,supplier_1,supplier,0,reactive,898.14,,,,,,,,,,,,,2
21,2026-01-03 11:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
21,2026-01-03 11:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,383.17,,,,,,,,,2
21,2026-01-03 11:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
21,2026-01-03 11:15,retail_1,retail,1,reactive,,,,,,,,9.33,30.0,0.0,4.75,4.55,0.0,2
22,2026-01-03 11:30,supplier_1,supplier,0,reactive,897.33,,,,,,,,,,,,,2
22,2026-01-03 11:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
22,2026-01-03 11:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,395.72,,,,,,,,,2
22,2026-01-03 11:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
22,2026-01-03 11:30,retail_1,retail,1,reactive,,,,,,,,8.19,30.0,0.0,5.0,4.55,0.0,2
23,2026-01-03 11:45,supplier_1,supplier,0,reactive,895.97,,,,,,,,,,,,,2
23,2026-01-03 11:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
23,2026-01-03 11:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,400.0,,,,,,,,,2
23,2026-01-03 11:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
23,2026-01-03 11:45,retail_1,retail,1,reactive,,,,,,,,7.17,30.0,0.0,5.25,4.55,0.0,2
24,2026-01-03 12:00,supplier_1,supplier,0,reactive,895.04,,,,,,,,,,,,,2
24,2026-01-03 12:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
24,2026-01-03 12:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,370.0,,,,,,,,,2
24,2026-01-03 12:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
24,2026-01-03 12:00,retail_1,retail,1,reactive,,,,,,,,6.1,30.0,0.0,5.5,4.55,0.0,2
25,2026-01-03 12:15,supplier_1,supplier,0,reactive,894.42,,,,,,,,,,,,,2
25,2026-01-03 12:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
25,2026-01-03 12:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,383.03,,,,,,,,,2
25,2026-01-03 12:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
25,2026-01-03 12:15,retail_1,retail,1,reactive,,,,,,,,5.0,30.0,0.0,5.75,4.55,0.0,2
26,2026-01-03 12:30,supplier_1,supplier,0,reactive,892.94,,,,,,,,,,,,,2
26,2026-01-03 12:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
26,2026-01-03 12:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,397.03,,,,,,,,,2
26,2026-01-03 12:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
26,2026-01-03 12:30,retail_1,retail,1,reactive,,,,,,,,3.93,30.0,0.0,6.0,4.55,0.0,2
27,2026-01-03 12:45,supplier_1,supplier,0,reactive,891.94,,,,,,,,,,,,,2
27,2026-01-03 12:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
27,2026-01-03 12:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,400.0,,,,,,,,,2
27,2026-01-03 12:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
27,2026-01-03 12:45,retail_1,retail,1,reactive,,,,,,,,2.69,30.0,0.0,6.25,4.55,0.0,2
28,2026-01-03 13:00,supplier_1,supplier,0,reactive,890.98,,,,,,,,,,,,,2
28,2026-01-03 13:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
28,2026-01-03 13:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,370.0,,,,,,,,,2
28,2026-01-03 13:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
28,2026-01-03 13:00,retail_1,retail,1,reactive,,,,,,,,1.56,30.0,0.0,6.5,4.55,0.0,2
29,2026-01-03 13:15,supplier_1,supplier,0,reactive,890.08,,,,,,,,,,,,,2
29,2026-01-03 13:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
29,2026-01-03 13:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,383.28,,,,,,,,,2
29,2026-01-03 13:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
29,2026-01-03 13:15,retail_1,retail,1,reactive,,,,,,,,0.44,30.0,0.0,6.75,4.55,0.0,2
30,2026-01-03 13:30,supplier_1,supplier,0,reactive,889.41,,,,,,,,,,,,,2
30,2026-01-03 13:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
30,2026-01-03 13:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,397.1,,,,,,,,,2
30,2026-01-03 13:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
30,2026-01-03 13:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.0,4.55,0.0,2
31,2026-01-03 13:45,supplier_1,supplier,0,reactive,888.43,,,,,,,,,,,,,2
31,2026-01-03 13:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
31,2026-01-03 13:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,400.0,,,,,,,,,2
31,2026-01-03 13:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
31,2026-01-03 13:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.25,4.55,0.0,2
32,2026-01-03 14:00,supplier_1,supplier,0,reactive,887.47,,,,,,,,,,,,,2
32,2026-01-03 14:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
32,2026-01-03 14:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,370.0,,,,,,,,,2
32,2026-01-03 14:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
32,2026-01-03 14:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.5,4.55,0.0,2
33,2026-01-03 14:15,supplier_1,supplier,0,reactive,886.48,,,,,,,,,,,,,2
33,2026-01-03 14:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
33,2026-01-03 14:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,384.38,,,,,,,,,2
33,2026-01-03 14:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
33,2026-01-03 14:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.75,4.55,0.0,2
34,2026-01-03 14:30,supplier_1,supplier,0,reactive,885.27,,,,,,,,,,,,,2
34,2026-01-03 14:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
34,2026-01-03 14:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,397.52,,,,,,,,,2
34,2026-01-03 14:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
34,2026-01-03 14:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.0,4.55,0.0,2
35,2026-01-03 14:45,supplier_1,supplier,0,reactive,884.57,,,,,,,,,,,,,2
35,2026-01-03 14:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
35,2026-01-03 14:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,400.0,,,,,,,,,2
35,2026-01-03 14:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
35,2026-01-03 14:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.25,4.55,0.0,2
36,2026-01-03 15:00,supplier_1,supplier,0,reactive,883.31,,,,,,,,,,,,,2
36,2026-01-03 15:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
36,2026-01-03 15:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,370.0,,,,,,,,,2
36,2026-01-03 15:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
36,2026-01-03 15:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.5,4.55,0.0,2
37,2026-01-03 15:15,supplier_1,supplier,0,reactive,882.04,,,,,,,,,,,,,2
37,2026-01-03 15:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
37,2026-01-03 15:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,383.37,,,,,,,,,2
37,2026-01-03 15:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
37,2026-01-03 15:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.75,4.55,0.0,2
38,2026-01-03 15:30,supplier_1,supplier,0,reactive,881.33,,,,,,,,,,,,,2
38,2026-01-03 15:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
38,2026-01-03 15:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,397.73,,,,,,,,,2
38,2026-01-03 15:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
38,2026-01-03 15:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.0,4.55,0.0,2
39,2026-01-03 15:45,supplier_1,supplier,0,reactive,880.42,,,,,,,,,,,,,2
39,2026-01-03 15:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
39,2026-01-03 15:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,400.0,,,,,,,,,2
39,2026-01-03 15:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
39,2026-01-03 15:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.25,4.55,0.0,2
40,2026-01-03 16:00,supplier_1,supplier,0,reactive,879.79,,,,,,,,,,,,,2
40,2026-01-03 16:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
40,2026-01-03 16:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,370.0,,,,,,,,,2
40,2026-01-03 16:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
40,2026-01-03 16:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.5,4.55,0.0,2
41,2026-01-03 16:15,supplier_1,supplier,0,reactive,878.48,,,,,,,,,,,,,2
41,2026-01-03 16:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
41,2026-01-03 16:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,383.14,,,,,,,,,2
41,2026-01-03 16:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
41,2026-01-03 16:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.75,4.55,0.0,2
42,2026-01-03 16:30,supplier_1,supplier,0,reactive,877.62,,,,,,,,,,,,,2
42,2026-01-03 16:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
42,2026-01-03 16:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,395.97,,,,,,,,,2
42,2026-01-03 16:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
42,2026-01-03 16:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.0,4.55,0.0,2
43,2026-01-03 16:45,supplier_1,supplier,0,reactive,876.24,,,,,,,,,,,,,2
43,2026-01-03 16:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
43,2026-01-03 16:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,400.0,,,,,,,,,2
43,2026-01-03 16:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
43,2026-01-03 16:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.25,4.55,0.0,2
44,2026-01-03 17:00,supplier_1,supplier,0,reactive,874.82,,,,,,,,,,,,,2
44,2026-01-03 17:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
44,2026-01-03 17:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,370.0,,,,,,,,,2
44,2026-01-03 17:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
44,2026-01-03 17:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.5,4.55,0.0,2
45,2026-01-03 17:15,supplier_1,supplier,0,reactive,873.84,,,,,,,,,,,,,2
45,2026-01-03 17:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
45,2026-01-03 17:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,383.87,,,,,,,,,2
45,2026-01-03 17:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
45,2026-01-03 17:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.75,4.55,0.0,2
46,2026-01-03 17:30,supplier_1,supplier,0,reactive,872.84,,,,,,,,,,,,,2
46,2026-01-03 17:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
46,2026-01-03 17:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,396.41,,,,,,,,,2
46,2026-01-03 17:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
46,2026-01-03 17:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.0,4.55,0.0,2
47,2026-01-03 17:45,supplier_1,supplier,0,reactive,871.62,,,,,,,,,,,,,2
47,2026-01-03 17:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
47,2026-01-03 17:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,400.0,,,,,,,,,2
47,2026-01-03 17:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
47,2026-01-03 17:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.25,4.55,0.0,2
48,2026-01-03 18:00,supplier_1,supplier,0,reactive,870.7,,,,,,,,,,,,,2
48,2026-01-03 18:00,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
48,2026-01-03 18:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,370.0,,,,,,,,,2
48,2026-01-03 18:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
48,2026-01-03 18:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.5,4.55,0.0,2
49,2026-01-03 18:15,supplier_1,supplier,0,reactive,870.04,,,,,,,,,,,,,2
49,2026-01-03 18:15,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
49,2026-01-03 18:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,382.69,,,,,,,,,2
49,2026-01-03 18:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
49,2026-01-03 18:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.75,4.55,0.0,2
50,2026-01-03 18:30,supplier_1,supplier,0,reactive,868.94,,,,,,,,,,,,,2
50,2026-01-03 18:30,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
50,2026-01-03 18:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,481.0,396.24,,,,,,,,,2
50,2026-01-03 18:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,16.5,,,,,,,2
50,2026-01-03 18:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.0,4.55,0.0,2
51,2026-01-03 18:45,supplier_1,supplier,0,reactive,867.67,,,,,,,,,,,,,2
51,2026-01-03 18:45,farm_1,farm,1,reactive,,759.0,0.0222,,,,,,,,,,,2
