timestamp,node_id,node_type,input_inventory,processing_capacity,max_capacity,queue_length,processing_delay,output_stock,max_output,equipment_status,hygiene_compliance,worker_availability,capacity_ratio,output_ratio,disrupted
2026-01-03 09:00,slaughterhouse_1,slaughterhouse,377.0,500.0,500,39.0,0.2,330.0,400,operational,0.934,0.965,1.0,0.825,0
2026-01-03 12:00,slaughterhouse_1,slaughterhouse,366.0,470.0,500,33.0,0.35,312.0,400,operational,0.981,0.941,0.94,0.78,0
2026-01-03 15:00,slaughterhouse_1,slaughterhouse,359.0,500.0,500,18.0,0.37,333.0,400,operational,0.948,0.906,1.0,0.832,0
2026-01-03 18:00,slaughterhouse_1,slaughterhouse,339.0,395.0,500,44.0,0.09,233.0,400,operational,0.971,0.949,0.79,0.582,0
2026-01-03 21:00,slaughterhouse_1,slaughterhouse,376.0,384.0,500,60.0,0.56,266.0,400,operational,0.975,0.812,0.768,0.665,0
2026-01-04 00:00,slaughterhouse_1,slaughterhouse,336.0,400.0,500,59.0,0.23,281.0,400,operational,0.994,0.964,0.8,0.702,0
2026-01-04 03:00,slaughterhouse_1,slaughterhouse,399.0,425.0,500,40.0,0.07,236.0,400,operational,0.946,0.854,0.85,0.59,0
2026-01-04 06:00,slaughterhouse_1,slaughterhouse,380.0,500.0,500,39.0,0.43,300.0,400,operational,0.916,0.906,1.0,0.75,0
2026-01-04 09:00,slaughterhouse_1,slaughterhouse,337.0,500.0,500,48.0,0.03,342.0,400,operational,0.973,0.877,1.0,0.855,0
2026-01-04 12:00,slaughterhouse_1,slaughterhouse,369.0,491.0,500,35.0,0.29,345.0,400,operational,1.0,0.871,0.982,0.862,0
2026-01-04 15:00,slaughterhouse_1,slaughterhouse,357.0,483.0,500,47.0,0.28,298.0,400,operational,0.992,0.964,0.966,0.745,0
2026-01-04 18:00,slaughterhouse_1,slaughterhouse,387.0,403.0,500,51.0,0.58,235.0,400,operational,0.974,0.902,0.806,0.588,0
2026-01-04 21:00,slaughterhouse_1,slaughterhouse,416.0,377.0,500,55.0,0.41,237.0,400,operational,0.961,0.933,0.754,0.592,0
2026-01-05 00:00,slaughterhouse_1,slaughterhouse,325.0,391.0,500,43.0,0.27,219.0,400,operational,0.985,0.918,0.782,0.548,0
2026-01-05 03:00,slaughterhouse_1,slaughterhouse,381.0,383.0,500,42.0,0.51,226.0,400,operational,0.952,0.938,0.766,0.565,0
2026-01-05 06:00,slaughterhouse_1,slaughterhouse,374.0,500.0,500,36.0,0.67,288.0,400,operational,0.979,0.923,1.0,0.72,0
2026-01-05 09:00,slaughterhouse_1,slaughterhouse,397.0,500.0,500,37.0,0.44,293.0,400,operational,0.979,0.871,1.0,0.732,0
2026-01-05 12:00,slaughterhouse_1,slaughterhouse,384.0,500.0,500,42.0,0.28,309.0,400,operational,0.989,0.958,1.0,0.772,0
2026-01-05 15:00,slaughterhouse_1,slaughterhouse,357.0,490.0,500,47.0,0.0,315.0,400,operational,1.0,0.901,0.98,0.788,0
2026-01-05 18:00,slaughterhouse_1,slaughterhouse,369.0,386.0,500,52.0,0.0,268.0,400,operational,0.977,0.861,0.772,0.67,0
2026-01-05 21:00,slaughterhouse_1,slaughterhouse,356.0,375.0,500,37.0,0.19,225.0,400,operational,0.961,0.904,0.75,0.562,0
2026-01-06 00:00,slaughterhouse_1,slaughterhouse,408.0,383.0,500,57.0,0.11,259.0,400,operational,0.97,0.977,0.766,0.648,0
2026-01-06 03:00,slaughterhouse_1,slaughterhouse,379.0,396.0,500,42.0,0.23,238.0,400,operational,0.938,0.952,0.792,0.595,0
2026-01-06 06:00,slaughterhouse_1,slaughterhouse,431.0,500.0,500,44.0,0.3,309.0,400,operational,0.957,0.907,1.0,0.772,0
2026-01-06 09:00,slaughterhouse_1,slaughterhouse,376.0,482.0,500,37.0,0.43,325.0,400,operational,0.963,0.907,0.964,0.812,0
2026-01-06 12:00,slaughterhouse_1,slaughterhouse,358.0,500.0,500,22.0,0.26,285.0,400,operational,0.961,0.908,1.0,0.712,0
2026-01-06 15:00,slaughterhouse_1,slaughterhouse,336.0,500.0,500,52.0,0.42,318.0,400,operational,0.973,0.999,1.0,0.795,0
2026-01-06 18:00,slaughterhouse_1,slaughterhouse,328.0,396.0,500,51.0,0.3,245.0,400,operational,0.955,0.935,0.792,0.612,0
2026-01-06 21:00,slaughterhouse_1,slaughterhouse,334.0,419.0,500,41.0,0.0,250.0,400,operational,0.99,0.936,0.838,0.625,0
2026-01-07 00:00,slaughterhouse_1,slaughterhouse,385.0,378.0,500,45.0,0.02,247.0,400,operational,0.97,0.959,0.756,0.618,0
2026-01-07 03:00,slaughterhouse_1,slaughterhouse,392.0,371.0,500,49.0,0.24,284.0,400,operational,0.97,0.929,0.742,0.71,0
2026-01-07 06:00,slaughterhouse_1,slaughterhouse,334.0,464.0,500,30.0,0.0,296.0,400,operational,0.964,0.91,0.928,0.74,0
2026-01-07 09:00,slaughterhouse_1,slaughterhouse,403.0,500.0,500,39.0,0.45,298.0,400,operational,0.973,0.913,1.0,0.745,0
2026-01-07 12:00,slaughterhouse_1,slaughterhouse,364.0,500.0,500,51.0,0.71,296.0,400,operational,0.985,0.917,1.0,0.74,0
2026-01-07 15:00,slaughterhouse_1,slaughterhouse,382.0,499.0,500,33.0,0.62,298.0,400,operational,0.954,0.919,0.998,0.745,0
2026-01-07 18:00,slaughterhouse_1,slaughterhouse,423.0,394.0,500,47.0,0.22,231.0,400,operational,0.958,0.948,0.788,0.578,0
2026-01-07 21:00,slaughterhouse_1,slaughterhouse,403.0,372.0,500,32.0,0.7,262.0,400,operational,0.965,0.922,0.744,0.655,0
2026-01-08 00:00,slaughterhouse_1,slaughterhouse,370.0,428.0,500,48.0,0.32,266.0,400,operational,0.946,0.948,0.856,0.665,0
2026-01-08 03:00,slaughterhouse_1,slaughterhouse,353.0,392.0,500,44.0,0.19,232.0,400,operational,0.955,0.917,0.784,0.58,0
2026-01-08 06:00,slaughterhouse_1,slaughterhouse,318.0,500.0,500,29.0,0.11,292.0,400,operational,0.961,0.923,1.0,0.73,0
2026-01-08 09:00,slaughterhouse_1,slaughterhouse,358.0,500.0,500,54.0,0.2,320.0,400,operational,0.986,0.844,1.0,0.8,0
2026-01-08 12:00,slaughterhouse_1,slaughterhouse,372.0,500.0,500,37.0,0.17,298.0,400,operational,0.975,0.955,1.0,0.745,0
2026-01-08 15:00,slaughterhouse_1,slaughterhouse,350.0,500.0,500,37.0,0.33,324.0,400,operational,0.973,0.933,1.0,0.81,0
2026-01-08 18:00,slaughterhouse_1,slaughterhouse,374.0,378.0,500,46.0,0.32,245.0,400,operational,0.985,0.958,0.756,0.612,0
2026-01-08 21:00,slaughterhouse_1,slaughterhouse,380.0,397.0,500,54.0,0.28,216.0,400,operational,0.968,0.81,0.794,0.54,0
2026-01-09 00:00,slaughterhouse_1,slaughterhouse,372.0,419.0,500,35.0,0.4,268.0,400,operational,0.977,0.999,0.838,0.67,0
2026-01-09 03:00,slaughterhouse_1,slaughterhouse,360.0,411.0,500,45.0,0.61,273.0,400,operational,0.968,0.915,0.822,0.682,0
2026-01-09 06:00,slaughterhouse_1,slaughterhouse,383.0,500.0,500,48.0,0.55,297.0,400,operational,0.975,0.962,1.0,0.742,0
2026-01-09 09:00,slaughterhouse_1,slaughterhouse,390.0,490.0,500,50.0,0.0,301.0,400,operational,0.96,0.88,0.98,0.752,0
2026-01-09 12:00,slaughterhouse_1,slaughterhouse,347.0,480.0,500,46.0,0.0,316.0,400,operational,0.926,0.943,0.96,0.79,0
2026-01-09 15:00,slaughterhouse_1,slaughterhouse,418.0,497.0,500,41.0,0.54,317.0,400,operational,0.968,0.88,0.994,0.792,0
2026-01-09 18:00,slaughterhouse_1,slaughterhouse,375.0,391.0,500,37.0,0.0,253.0,400,operational,0.996,0.896,0.782,0.632,0
2026-01-09 21:00,slaughterhouse_1,slaughterhouse,379.0,407.0,500,45.0,0.22,276.0,400,operational,0.987,0.993,0.814,0.69,0
2026-01-10 00:00,slaughterhouse_1,slaughterhouse,398.0,364.0,500,34.0,0.0,239.0,400,operational,0.987,0.913,0.728,0.598,0
2026-01-10 03:00,slaughterhouse_1,slaughterhouse,385.0,414.0,500,18.0,0.0,228.0,400,operational,0.992,0.928,0.828,0.57,0
2026-01-10 06:00,slaughterhouse_1,slaughterhouse,405.0,497.0,500,48.0,0.43,280.0,400,operational,0.972,0.953,0.994,0.7,0
2026-01-10 09:00,slaughterhouse_1,slaughterhouse,386.0,491.0,500,52.0,0.49,294.0,400,operational,0.974,0.939,0.982,0.735,0
2026-01-10 12:00,slaughterhouse_1,slaughterhouse,361.0,480.0,500,23.0,0.12,309.0,400,operational,0.959,0.926,0.96,0.772,0
2026-01-10 15:00,slaughterhouse_1,slaughterhouse,388.0,467.0,500,35.0,0.0,349.0,400,operational,0.964,0.934,0.934,0.872,0
2026-01-10 18:00,slaughterhouse_1,slaughterhouse,346.0,403.0,500,50.0,0.13,233.0,400,operational,0.981,1.0,0.806,0.582,0
2026-01-10 21:00,slaughterhouse_1,slaughterhouse,381.0,391.0,500,63.0,0.39,246.0,400,operational,0.992,0.918,0.782,0.615,0
2026-01-11 00:00,slaughterhouse_1,slaughterhouse,377.0,370.0,500,44.0,0.0,242.0,400,operational,0.967,0.928,0.74,0.605,0
2026-01-11 03:00,slaughterhouse_1,slaughterhouse,372.0,370.0,500,37.0,0.33,262.0,400,operational,0.962,0.96,0.74,0.655,0
2026-01-11 06:00,slaughterhouse_1,slaughterhouse,374.0,493.0,500,42.0,0.28,366.0,400,operational,0.97,0.962,0.986,0.915,0
2026-01-11 09:00,slaughterhouse_1,slaughterhouse,325.0,500.0,500,56.0,0.44,298.0,400,operational,0.981,0.965,1.0,0.745,0
2026-01-11 12:00,slaughterhouse_1,slaughterhouse,363.0,495.0,500,38.0,0.31,299.0,400,operational,0.944,0.944,0.99,0.748,0
2026-01-11 15:00,slaughterhouse_1,slaughterhouse,381.0,470.0,500,37.0,0.01,333.0,400,operational,0.929,0.877,0.94,0.832,0
2026-01-11 18:00,slaughterhouse_1,slaughterhouse,382.0,386.0,500,40.0,0.62,254.0,400,operational,0.96,0.982,0.772,0.635,0
2026-01-11 21:00,slaughterhouse_1,slaughterhouse,349.0,386.0,500,35.0,0.24,273.0,400,operational,0.948,0.876,0.772,0.682,0
2026-01-12 00:00,slaughterhouse_1,slaughterhouse,413.0,348.0,500,45.0,0.27,252.0,400,operational,0.961,0.932,0.696,0.63,0
2026-01-12 03:00,slaughterhouse_1,slaughterhouse,354.0,389.0,500,59.0,0.02,236.0,400,operational,0.967,0.891,0.778,0.59,0
2026-01-12 06:00,slaughterhouse_1,slaughterhouse,405.0,495.0,500,47.0,0.16,323.0,400,operational,0.962,0.918,0.99,0.808,0
2026-01-12 09:00,slaughterhouse_1,slaughterhouse,390.0,500.0,500,42.0,0.03,334.0,400,operational,0.996,0.932,1.0,0.835,0
2026-01-12 12:00,slaughterhouse_1,slaughterhouse,360.0,500.0,500,41.0,0.23,328.0,400,operational,0.976,0.932,1.0,0.82,0
2026-01-12 15:00,slaughterhouse_1,slaughterhouse,428.0,500.0,500,30.0,0.76,321.0,400,operational,0.975,0.936,1.0,0.802,0
2026-01-12 18:00,slaughterhouse_1,slaughterhouse,345.0,386.0,500,52.0,0.0,260.0,400,operational,0.981,0.981,0.772,0.65,0
2026-01-12 21:00,slaughterhouse_1,slaughterhouse,404.0,373.0,500,43.0,0.0,262.0,400,operational,0.95,0.937,0.746,0.655,0
2026-01-13 00:00,slaughterhouse_1,slaughterhouse,406.0,430.0,500,42.0,0.69,266.0,400,operational,0.989,0.911,0.86,0.665,0
2026-01-13 03:00,slaughterhouse_1,slaughterhouse,359.0,391.0,500,73.0,0.22,253.0,400,operational,0.969,0.957,0.782,0.632,0
2026-01-13 06:00,slaughterhouse_1,slaughterhouse,417.0,500.0,500,47.0,0.09,306.0,400,operational,0.982,0.965,1.0,0.765,0
2026-01-13 09:00,slaughterhouse_1,slaughterhouse,371.0,500.0,500,37.0,0.57,313.0,400,operational,0.951,0.873,1.0,0.782,0
2026-01-13 12:00,slaughterhouse_1,slaughterhouse,386.0,500.0,500,40.0,0.11,337.0,400,operational,0.942,0.943,1.0,0.842,0
2026-01-13 15:00,slaughterhouse_1,slaughterhouse,385.0,497.0,500,54.0,0.79,292.0,400,operational,0.985,0.947,0.994,0.73,0
2026-01-13 18:00,slaughterhouse_1,slaughterhouse,374.0,381.0,500,45.0,0.47,248.0,400,operational,0.977,0.909,0.762,0.62,0
2026-01-13 21:00,slaughterhouse_1,slaughterhouse,401.0,381.0,500,31.0,0.14,235.0,400,operational,0.954,0.972,0.762,0.588,0
2026-01-14 00:00,slaughterhouse_1,slaughterhouse,400.0,389.0,500,52.0,0.88,242.0,400,operational,0.954,0.914,0.778,0.605,0
2026-01-14 03:00,slaughterhouse_1,slaughterhouse,329.0,382.0,500,38.0,0.11,264.0,400,operational,0.99,0.925,0.764,0.66,0
2026-01-14 06:00,slaughterhouse_1,slaughterhouse,415.0,486.0,500,61.0,0.49,314.0,400,operational,0.949,0.913,0.972,0.785,0
2026-01-14 09:00,slaughterhouse_1,slaughterhouse,331.0,500.0,500,54.0,0.36,311.0,400,operational,1.0,0.921,1.0,0.778,0
2026-01-14 12:00,slaughterhouse_1,slaughterhouse,407.0,495.0,500,40.0,0.64,280.0,400,operational,0.954,0.878,0.99,0.7,0
2026-01-14 15:00,slaughterhouse_1,slaughterhouse,410.0,500.0,500,56.0,0.72,326.0,400,operational,0.981,0.865,1.0,0.815,0
2026-01-14 18:00,slaughterhouse_1,slaughterhouse,347.0,349.0,500,45.0,0.29,253.0,400,operational,0.964,0.981,0.698,0.632,0
2026-01-14 21:00,slaughterhouse_1,slaughterhouse,366.0,407.0,500,52.0,0.07,279.0,400,operational,0.981,0.888,0.814,0.698,0
2026-01-15 00:00,slaughterhouse_1,slaughterhouse,347.0,409.0,500,48.0,0.41,237.0,400,operational,0.96,0.882,0.818,0.592,0
2026-01-15 03:00,slaughterhouse_1,slaughterhouse,372.0,358.0,500,36.0,0.09,246.0,400,operational,0.967,0.838,0.716,0.615,0
2026-01-15 06:00,slaughterhouse_1,slaughterhouse,369.0,493.0,500,38.0,0.84,315.0,400,operational,0.971,0.896,0.986,0.788,0
2026-01-15 09:00,slaughterhouse_1,slaughterhouse,400.0,493.0,500,53.0,0.32,345.0,400,operational,0.952,0.87,0.986,0.862,0
2026-01-15 12:00,slaughterhouse_1,slaughterhouse,415.0,472.0,500,41.0,0.18,308.0,400,operational,0.983,0.982,0.944,0.77,0
2026-01-15 15:00,slaughterhouse_1,slaughterhouse,417.0,484.0,500,40.0,0.33,316.0,400,operational,0.961,0.958,0.968,0.79,0
2026-01-15 18:00,slaughterhouse_1,slaughterhouse,362.0,373.0,500,35.0,0.0,252.0,400,operational,0.966,0.894,0.746,0.63,0
2026-01-15 21:00,slaughterhouse_1,slaughterhouse,372.0,417.0,500,48.0,0.01,245.0,400,operational,0.952,1.0,0.834,0.612,0
2026-01-16 00:00,slaughterhouse_1,slaughterhouse,331.0,405.0,500,63.0,0.62,234.0,400,operational,0.924,0.957,0.81,0.585,0
2026-01-16 03:00,slaughterhouse_1,slaughterhouse,355.0,410.0,500,34.0,0.1,245.0,400,operational,0.967,0.908,0.82,0.612,0
2026-01-16 06:00,slaughterhouse_1,slaughterhouse,405.0,500.0,500,44.0,0.0,334.0,400,operational,1.0,0.825,1.0,0.835,0
2026-01-16 09:00,slaughterhouse_1,slaughterhouse,423.0,477.0,500,57.0,0.43,287.0,400,operational,0.984,1.0,0.954,0.718,0
2026-01-16 12:00,slaughterhouse_1,slaughterhouse,343.0,490.0,500,43.0,0.61,313.0,400,operational,0.97,0.867,0.98,0.782,0
2026-01-16 15:00,slaughterhouse_1,slaughterhouse,361.0,500.0,500,48.0,0.48,295.0,400,operational,0.965,0.857,1.0,0.738,0
2026-01-16 18:00,slaughterhouse_1,slaughterhouse,377.0,371.0,500,34.0,0.56,262.0,400,operational,0.97,0.959,0.742,0.655,0
2026-01-16 21:00,slaughterhouse_1,slaughterhouse,386.0,401.0,500,48.0,0.07,216.0,400,operational,0.98,1.0,0.802,0.54,0
2026-01-17 00:00,slaughterhouse_1,slaughterhouse,355.0,386.0,500,42.0,0.0,232.0,400,operational,0.949,0.973,0.772,0.58,0
2026-01-17 03:00,slaughterhouse_1,slaughterhouse,390.0,384.0,500,53.0,0.7,248.0,400,operational,0.99,0.941,0.768,0.62,0
2026-01-17 06:00,slaughterhouse_1,slaughterhouse,365.0,500.0,500,55.0,0.19,344.0,400,operational,0.983,0.943,1.0,0.86,0
2026-01-17 09:00,slaughterhouse_1,slaughterhouse,378.0,500.0,500,67.0,0.21,309.0,400,operational,0.983,0.952,1.0,0.772,0
2026-01-17 12:00,slaughterhouse_1,slaughterhouse,393.0,493.0,500,49.0,0.65,298.0,400,operational,0.978,0.949,0.986,0.745,0
2026-01-17 15:00,slaughterhouse_1,slaughterhouse,378.0,500.0,500,47.0,0.44,351.0,400,operational,0.97,0.931,1.0,0.878,0
2026-01-17 18:00,slaughterhouse_1,slaughterhouse,366.0,373.0,500,46.0,0.41,217.0,400,operational,0.982,0.924,0.746,0.542,0
2026-01-17 21:00,slaughterhouse_1,slaughterhouse,375.0,400.0,500,41.0,0.89,204.0,400,operational,0.981,0.918,0.8,0.51,0
2026-01-18 00:00,slaughterhouse_1,slaughterhouse,376.0,399.0,500,47.0,0.1,249.0,400,operational,0.964,0.891,0.798,0.622,0
2026-01-18 03:00,slaughterhouse_1,slaughterhouse,368.0,385.0,500,41.0,0.54,233.0,400,operational,0.96,0.909,0.77,0.582,0
2026-01-18 06:00,slaughterhouse_1,slaughterhouse,371.0,500.0,500,46.0,0.3,288.0,400,operational,0.972,0.856,1.0,0.72,0
2026-01-18 09:00,slaughterhouse_1,slaughterhouse,423.0,475.0,500,56.0,0.36,326.0,400,operational,0.998,0.916,0.95,0.815,0
2026-01-18 12:00,slaughterhouse_1,slaughterhouse,394.0,500.0,500,35.0,0.71,315.0,400,operational,0.948,0.882,1.0,0.788,0
2026-01-18 15:00,slaughterhouse_1,slaughterhouse,370.0,496.0,500,54.0,0.42,298.0,400,operational,0.944,0.878,0.992,0.745,0
2026-01-18 18:00,slaughterhouse_1,slaughterhouse,398.0,382.0,500,56.0,0.43,220.0,400,operational,0.973,0.927,0.764,0.55,0
2026-01-18 21:00,slaughterhouse_1,slaughterhouse,369.0,406.0,500,43.0,0.58,257.0,400,operational,0.971,0.973,0.812,0.642,0
2026-01-19 00:00,slaughterhouse_1,slaughterhouse,411.0,379.0,500,25.0,0.18,253.0,400,operational,0.973,0.955,0.758,0.632,0
2026-01-19 03:00,slaughterhouse_1,slaughterhouse,388.0,368.0,500,39.0,0.05,240.0,400,operational,0.974,0.86,0.736,0.6,0
2026-01-19 06:00,slaughterhouse_1,slaughterhouse,375.0,469.0,500,56.0,0.0,351.0,400,operational,0.966,0.882,0.938,0.878,0
2026-01-19 09:00,slaughterhouse_1,slaughterhouse,391.0,500.0,500,44.0,0.0,286.0,400,operational,0.997,0.956,1.0,0.715,0
2026-01-19 12:00,slaughterhouse_1,slaughterhouse,334.0,474.0,500,35.0,0.86,276.0,400,operational,0.941,0.883,0.948,0.69,0
2026-01-19 15:00,slaughterhouse_1,slaughterhouse,346.0,500.0,500,39.0,0.0,295.0,400,operational,0.955,0.911,1.0,0.738,0
2026-01-19 18:00,slaughterhouse_1,slaughterhouse,345.0,358.0,500,52.0,0.22,241.0,400,operational,0.968,0.941,0.716,0.602,0
2026-01-19 21:00,slaughterhouse_1,slaughterhouse,382.0,416.0,500,49.0,0.2,246.0,400,operational,0.94,0.883,0.832,0.615,0
2026-01-20 00:00,slaughterhouse_1,slaughterhouse,427.0,393.0,500,42.0,0.37,238.0,400,operational,0.967,0.924,0.786,0.595,0
2026-01-20 03:00,slaughterhouse_1,slaughterhouse,440.0,388.0,500,41.0,0.51,248.0,400,operational,1.0,0.869,0.776,0.62,0
2026-01-20 06:00,slaughterhouse_1,slaughterhouse,396.0,489.0,500,40.0,0.52,282.0,400,operational,0.97,0.897,0.978,0.705,0
2026-01-20 09:00,slaughterhouse_1,slaughterhouse,392.0,500.0,500,36.0,0.12,342.0,400,operational,0.974,0.932,1.0,0.855,0
2026-01-20 12:00,slaughterhouse_1,slaughterhouse,328.0,499.0,500,59.0,0.23,308.0,400,operational,0.947,0.859,0.998,0.77,0
2026-01-20 15:00,slaughterhouse_1,slaughterhouse,363.0,500.0,500,41.0,0.36,335.0,400,operational,0.959,0.937,1.0,0.838,0
2026-01-20 18:00,slaughterhouse_1,slaughterhouse,356.0,392.0,500,55.0,0.21,248.0,400,operational,0.963,0.919,0.784,0.62,0
2026-01-20 21:00,slaughterhouse_1,slaughterhouse,361.0,392.0,500,58.0,0.73,250.0,400,operational,0.964,0.941,0.784,0.625,0
2026-01-21 00:00,slaughterhouse_1,slaughterhouse,373.0,384.0,500,53.0,0.42,252.0,400,operational,0.993,0.929,0.768,0.63,0
2026-01-21 03:00,slaughterhouse_1,slaughterhouse,365.0,389.0,500,40.0,0.49,249.0,400,operational,0.98,0.972,0.778,0.622,0
2026-01-21 06:00,slaughterhouse_1,slaughterhouse,323.0,500.0,500,48.0,0.47,324.0,400,operational,0.95,0.925,1.0,0.81,0
2026-01-21 09:00,slaughterhouse_1,slaughterhouse,399.0,466.0,500,44.0,0.61,339.0,400,operational,0.974,0.904,0.932,0.848,0
2026-01-21 12:00,slaughterhouse_1,slaughterhouse,348.0,473.0,500,36.0,0.33,314.0,400,operational,0.979,0.925,0.946,0.785,0
2026-01-21 15:00,slaughterhouse_1,slaughterhouse,385.0,500.0,500,47.0,0.0,326.0,400,operational,0.991,0.941,1.0,0.815,0
2026-01-21 18:00,slaughterhouse_1,slaughterhouse,436.0,393.0,500,33.0,0.39,240.0,400,operational,0.998,0.922,0.786,0.6,0
2026-01-21 21:00,slaughterhouse_1,slaughterhouse,352.0,387.0,500,55.0,0.1,267.0,400,operational,0.952,0.922,0.774,0.668,0
2026-01-22 00:00,slaughterhouse_1,slaughterhouse,307.0,390.0,500,40.0,0.13,230.0,400,operational,0.955,0.893,0.78,0.575,0
2026-01-22 03:00,slaughterhouse_1,slaughterhouse,370.0,395.0,500,46.0,0.44,273.0,400,operational,0.947,0.895,0.79,0.682,0
2026-01-22 06:00,slaughterhouse_1,slaughterhouse,409.0,489.0,500,47.0,0.63,309.0,400,operational,0.966,0.867,0.978,0.772,0
2026-01-22 09:00,slaughterhouse_1,slaughterhouse,433.0,484.0,500,42.0,0.29,279.0,400,operational,0.978,0.986,0.968,0.698,0
2026-01-22 12:00,slaughterhouse_1,slaughterhouse,344.0,500.0,500,49.0,0.37,313.0,400,operational,0.988,0.873,1.0,0.782,0
2026-01-22 15:00,slaughterhouse_1,slaughterhouse,392.0,480.0,500,40.0,0.76,295.0,400,operational,0.969,0.894,0.96,0.738,0
2026-01-22 18:00,slaughterhouse_1,slaughterhouse,365.0,396.0,500,52.0,0.35,256.0,400,operational,0.964,0.893,0.792,0.64,0
2026-01-22 21:00,slaughterhouse_1,slaughterhouse,375.0,363.0,500,32.0,1.01,231.0,400,operational,0.973,0.954,0.726,0.578,0
2026-01-23 00:00,slaughterhouse_1,slaughterhouse,448.0,406.0,500,45.0,0.44,234.0,400,operational,0.955,0.909,0.812,0.585,0
2026-01-23 03:00,slaughterhouse_1,slaughterhouse,336.0,397.0,500,61.0,0.0,209.0,400,operational,1.0,0.967,0.794,0.522,0
2026-01-23 06:00,slaughterhouse_1,slaughterhouse,385.0,500.0,500,35.0,0.49,300.0,400,operational,0.941,0.894,1.0,0.75,0
2026-01-23 09:00,slaughterhouse_1,slaughterhouse,391.0,500.0,500,38.0,0.39,257.0,400,operational,0.973,0.931,1.0,0.642,0
2026-01-23 12:00,slaughterhouse_1,slaughterhouse,408.0,500.0,500,49.0,0.64,275.0,400,operational,1.0,0.888,1.0,0.688,0
2026-01-23 15:00,slaughterhouse_1,slaughterhouse,381.0,500.0,500,46.0,0.47,327.0,400,operational,0.97,1.0,1.0,0.818,0
2026-01-23 18:00,slaughterhouse_1,slaughterhouse,387.0,361.0,500,47.0,0.24,255.0,400,operational,0.967,0.875,0.722,0.638,0
2026-01-23 21:00,slaughterhouse_1,slaughterhouse,367.0,370.0,500,48.0,0.0,249.0,400,operational,0.964,0.932,0.74,0.622,0
2026-01-24 00:00,slaughterhouse_1,slaughterhouse,386.0,380.0,500,50.0,0.22,225.0,400,operational,0.967,0.944,0.76,0.562,0
2026-01-24 03:00,slaughterhouse_1,slaughterhouse,368.0,390.0,500,54.0,0.04,241.0,400,operational,0.995,0.936,0.78,0.602,0
2026-01-24 06:00,slaughterhouse_1,slaughterhouse,395.0,500.0,500,48.0,0.12,310.0,400,operational,0.93,0.913,1.0,0.775,0
2026-01-24 09:00,slaughterhouse_1,slaughterhouse,368.0,485.0,500,42.0,0.44,285.0,400,operational,0.998,0.915,0.97,0.712,0
